,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
2,^VIX,True,29,35,82,9,0,14,15.942542792919333,0.0,17.658234485655967,21.440000534057617,7.955689200142907,2.0466458852516927,27.01422748817201,24.723675788024003,48.57934913811107,1.4671149342334793
23,BKNG,False,32,29,64,0,18,0,0.0,5265.732743602082,0.0,4179.77978515625,-1.405175584175834,7.981484611716741,-18.257024226039547,-14.741352787811548,-25.778596545867643,-14.381345867520862
30,CTSH,False,19,65,78,0,43,0,0.0,81.49819213997138,0.0,63.5,-1.4434274418295674,3.8769816628073515,-22.591714492662508,-17.16660693650765,-10.621380602612652,-23.04617282147107
33,CPRT,False,20,12,52,0,7,0,0.0,39.71550648879249,0.0,38.310001373291016,0.577582619642436,8.342762194624642,-4.8907583557783,-1.1354803269909275,-21.415381798377403,-30.635521110236464
66,MSFT,False,22,3,55,0,1,0,0.0,447.2175981144353,0.0,398.54998779296875,1.4793496213936668,3.6621808015089004,-7.852444650162497,-17.72200393948453,-21.47255369698789,2.3109432802225447
67,MSTR,False,22,11,64,0,3,0,0.0,155.04581208582536,0.0,137.64999389648438,6.293431580296814,11.268284629517376,-3.8689911659082914,-21.629472571840065,-59.376108079277614,-42.65778290083783
79,PAYX,False,40,14,92,0,4,0,0.0,110.71865950620983,0.0,94.25,0.6406817558409674,7.849869159244034,-7.805930837223593,-14.522876299079318,-30.68736211574759,-34.40795620916205
86,ROST,True,15,12,67,13,0,43,197.52091280769827,0.0,187.23939159601366,202.3000030517578,-1.6241958509064043,0.20308270015795404,8.471851502283009,14.109311557951134,36.3999049784365,48.19939839101454
90,SNPS,False,22,41,62,0,21,0,0.0,488.36553972170947,0.0,424.6600036621094,2.574880111620622,0.912503272434031,-11.529165903727213,3.6565151469779567,-30.63037791507761,-6.608605123632402
94,TXN,False,5,59,59,0,35,0,0.0,215.33048335819709,0.0,209.82000732421875,-1.079625326266231,-4.566539278750509,-4.1786517995503685,26.89446602914738,3.725225946249632,12.410877433008475
