Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,310.34,99,99,99,99,265.5249938964844,268.79998779296875,257.29998779296875,261.17999267578125
2,CIEN,Information Technology,Communications Equipment,S&P 500,289.79,99,99,99,99,344.260009765625,350.3299865722656,329.4100036621094,336.8299865722656
3,MU,Information Technology,Semiconductors,S&P 500,255.88,99,99,99,96,409.9949951171875,413.7300109863281,396.6650085449219,405.3500061035156
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,225.55,99,99,98,74,295.5,296.25,283.6400146484375,286.6099853515625
5,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,223.37,99,99,99,99,382.25,385.0,368.69000244140625,373.9800109863281
6,FIX,Industrials,Construction & Engineering,S&P 500,214.98,99,98,98,98,1390.8399658203125,1405.85986328125,1353.8199462890625,1373.760009765625
7,GLW,Information Technology,Electronic Components,S&P 500,188.97,98,98,96,97,130.1999969482422,131.77999877929688,126.9000015258789,129.77000427246094
8,ALB,Materials,Specialty Chemicals,S&P 500,180.21,98,99,97,64,165.77999877929688,165.77999877929688,159.7899932861328,163.88999938964844
9,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,177.67,98,98,98,95,213.6699981689453,215.05999755859375,208.0,209.49000549316406
10,MRNA,Health Care,Biotechnology,S&P 500,174.65,98,94,38,2,54.834999084472656,55.02000045776367,53.20500183105469,53.38999938964844
11,WBD,Communication Services,Broadcasting,S&P 500,166.44,98,98,99,98,27.709999084472656,27.809999465942383,27.399999618530273,27.43000030517578
12,NEM,Materials,Gold,S&P 500,164.58,97,98,98,96,116.91999816894531,117.06999969482422,113.72000122070312,114.4800033569336
13,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,164.43,97,97,95,62,344.2699890136719,345.4800109863281,334.010009765625,337.2699890136719
14,INTC,Information Technology,Semiconductors,S&P 500,159.59,97,97,97,92,47.36199951171875,47.43000030517578,45.16999816894531,45.25
15,CF,Materials,Fertilizers & Agricultural Chemicals,S&P 500,159.59,97,62,20,26,128.02000427246094,137.4199981689453,126.58999633789062,136.0
16,HII,Industrials,Aerospace & Defense,S&P 500,154.12,97,96,94,82,409.989990234375,417.0,403.2200012207031,414.55999755859375
17,GEV,Industrials,Heavy Electrical Equipment,S&P 500,153.9,96,96,95,98,844.1300048828125,845.25,819.0999755859375,832.1099853515625
18,^VIX,--- Reference ---,--- Reference ---,--- Reference ---,151.82,96,44,22,7,25.479999542236328,27.329999923706055,24.600000381469727,27.290000915527344
19,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,150.67,96,97,96,88,693.0,703.77001953125,679.7553100585938,700.6900024414062
20,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,150.34,96,89,76,80,232.38999938964844,240.25999450683594,230.83999633789062,235.80999755859375
21,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,149.95,96,88,84,59,279.3800048828125,288.44000244140625,277.0799865722656,282.7799987792969
22,TPL,Energy,Oil & Gas Exploration & Production,S&P 500,149.28,95,61,3,5,524.3699951171875,539.6900024414062,522.6649780273438,528.969970703125
23,BG,Consumer Staples,Agricultural Products & Services,S&P 500,147.58,95,93,73,26,123.6050033569336,127.11499786376953,121.43000030517578,125.83000183105469
24,PWR,Industrials,Construction & Engineering,S&P 500,147.26,95,89,87,81,562.469970703125,576.4600219726562,559.8800048828125,566.9099731445312
