Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,317.32,99,99,99,97,277.1400146484375,283.0581970214844,237.5792999267578,250.22999572753906
2,MU,Information Technology,Semiconductors,S&P 500,314.48,99,99,99,89,446.05999755859375,455.4800109863281,407.1300048828125,414.8800048828125
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,260.48,99,99,99,96,449.5,452.9201965332031,397.3301086425781,407.69000244140625
4,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,207.05,99,98,98,90,243.91000366210938,251.83749389648438,232.0,233.4600067138672
5,ALB,Materials,Specialty Chemicals,S&P 500,197.27,99,99,90,49,167.41000366210938,173.3800048828125,166.00999450683594,170.6300048828125
6,WBD,Communication Services,Broadcasting,S&P 500,189.43,99,99,98,83,27.549999237060547,27.78499984741211,27.354999542236328,27.540000915527344
7,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,187.27,98,98,97,67,248.0,255.1999969482422,238.8000030517578,241.0500030517578
8,NEM,Materials,Gold,S&P 500,168.84,98,98,95,93,118.0,120.75,111.25,112.3499984741211
9,FIX,Industrials,Construction & Engineering,S&P 500,168.77,98,98,98,98,1155.699951171875,1186.1500244140625,1131.219970703125,1142.0999755859375
10,INTC,Information Technology,Semiconductors,S&P 500,168.26,98,94,97,26,48.97999954223633,49.577701568603516,45.959999084472656,46.470001220703125
11,ASML,Technology,Industrial Machinery,Nasdaq 100,158.14,98,91,96,33,1439.3199462890625,1466.429931640625,1416.0999755859375,1423.0
12,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,153.53,97,93,91,54,331.8900146484375,340.95001220703125,321.5400085449219,322.32000732421875
13,CHRW,Industrials,Air Freight & Logistics,S&P 500,151.42,97,95,94,83,189.80999755859375,195.82000732421875,189.80999755859375,194.9499969482422
14,GLW,Information Technology,Electronic Components,S&P 500,151.08,97,97,97,94,103.61000061035156,107.63999938964844,101.86000061035156,103.25
15,HII,Industrials,Aerospace & Defense,S&P 500,149.04,97,95,93,85,422.04998779296875,429.30499267578125,417.2300109863281,420.510009765625
16,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,144.33,97,95,97,88,1547.0,1585.0,1416.8399658203125,1427.93994140625
17,LUV,Industrials,Passenger Airlines,S&P 500,144.12,96,87,45,38,48.53499984741211,49.849998474121094,47.29999923706055,47.52000045776367
18,GOOGL,Communication Services,Interactive Media & Services,S&P 500,143.38,96,97,95,82,334.32000732421875,339.95001220703125,332.2850036621094,338.0
19,GOOG,Communication Services,Interactive Media & Services,S&P 500,142.79,96,97,95,81,334.5400085449219,340.289306640625,332.6400146484375,338.5299987792969
20,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,142.42,96,93,85,78,575.1900024414062,583.822021484375,569.9299926757812,578.8200073242188
21,DG,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,141.31,96,94,63,90,140.11000061035156,143.57000732421875,140.0,143.42999267578125
22,FCX,Materials,Copper,S&P 500,139.08,95,89,51,46,61.73500061035156,61.915000915527344,58.662498474121094,60.22999954223633
23,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,138.12,95,94,95,80,655.6500244140625,677.8309936523438,650.3099975585938,657.3599853515625
24,AMD,Information Technology,Semiconductors,S&P 500,137.88,95,97,98,95,236.91000366210938,245.24000549316406,234.5500030517578,236.72999572753906
25,GM,Consumer Discretionary,Automobile Manufacturers,S&P 500,137.41,95,96,91,68,86.01000213623047,86.42500305175781,83.41000366210938,84.0
26,GEV,Industrials,Heavy Electrical Equipment,S&P 500,133.7,95,96,90,99,716.4949951171875,752.0150146484375,715.9600219726562,726.3699951171875
27,MRNA,Health Care,Biotechnology,S&P 500,133.49,94,31,6,3,45.97999954223633,46.339900970458984,43.43000030517578,44.06999969482422
28,APH,Information Technology,Electronic Components,S&P 500,131.62,94,96,97,95,147.9499969482422,149.66000366210938,143.75,144.0800018310547
29,INSM,Health Care,Biotechnology,Nasdaq 100,130.64,94,99,99,96,157.19000244140625,159.47000122070312,154.47999572753906,156.8699951171875
30,ADI,Information Technology,Semiconductors,S&P 500,129.37,94,81,64,53,314.25,317.32000732421875,309.2699890136719,310.8800048828125
31,IVZ,Financials,Asset Management & Custody Banks,S&P 500,129.33,94,94,89,89,27.6200008392334,28.229999542236328,27.1299991607666,27.290000915527344
32,MPWR,Information Technology,Semiconductors,S&P 500,128.69,94,84,91,69,1153.72998046875,1188.6600341796875,1113.8399658203125,1124.1500244140625
33,EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,128.2,93,96,84,86,272.7699890136719,272.8999938964844,262.3599853515625,264.8399963378906
34,DD,Materials,Specialty Chemicals,S&P 500,127.88,93,85,71,26,43.9900016784668,44.35499954223633,43.09000015258789,43.91999816894531
35,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,127.44,93,77,80,10,33.34000015258789,33.880001068115234,32.81999969482422,33.52000045776367
36,ULTA,Consumer Discretionary,Other Specialty Retail,S&P 500,125.89,93,88,78,91,628.1099853515625,648.4400024414062,624.9500732421875,647.3599853515625
37,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,125.89,93,95,93,99,125.91999816894531,128.61000061035156,125.91999816894531,126.91000366210938
38,EXPD,Industrials,Air Freight & Logistics,S&P 500,125.79,92,85,58,43,159.80999755859375,161.3000030517578,159.031005859375,160.5399932861328
39,EL,Consumer Staples,Personal Care Products,S&P 500,125.74,92,90,86,91,114.72000122070312,115.8949966430664,113.88999938964844,115.27999877929688
