Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,307.25,99,99,99,96,208.47999572753906,218.0,208.47999572753906,214.0
2,MU,Information Technology,Semiconductors,S&P 500,259.63,99,99,99,72,346.4549865722656,351.2300109863281,335.2200012207031,338.1300048828125
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,231.89,99,99,99,97,319.4800109863281,331.0,316.7699890136719,318.44000244140625
4,WBD,Communication Services,Broadcasting,S&P 500,210.24,99,99,98,96,28.309999465942383,29.5,28.260000228881836,28.860000610351562
5,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,197.97,99,98,97,87,219.4199981689453,220.57000732421875,213.41000366210938,214.3800048828125
6,ALB,Materials,Specialty Chemicals,S&P 500,197.77,99,98,86,47,175.0,177.6699981689453,172.75,176.8800048828125
7,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,186.73,98,98,92,9,224.36000061035156,230.32000732421875,224.36000061035156,229.27000427246094
8,FIX,Industrials,Construction & Engineering,S&P 500,175.71,98,98,98,94,1039.1199951171875,1078.675048828125,1039.1199951171875,1073.1400146484375
9,NEM,Materials,Gold,S&P 500,167.76,98,98,98,80,113.16999816894531,115.01000213623047,112.86499786376953,114.62999725341797
10,INTC,Information Technology,Semiconductors,S&P 500,166.47,98,97,97,30,45.88999938964844,48.2400016784668,45.21500015258789,47.290000915527344
11,APP,Information Technology,Application Software,S&P 500,158.92,98,97,99,99,655.1099853515625,679.6900024414062,642.7999877929688,668.6300048828125
12,CVNA,Consumer Discretionary,Automotive Retail,S&P 500,152.63,97,97,92,99,471.9800109863281,471.9800109863281,456.77899169921875,468.54998779296875
13,HOOD,Financials,Investment Banking & Brokerage,S&P 500,152.11,97,99,99,99,117.4000015258789,120.43000030517578,116.0,120.23999786376953
14,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,150.86,97,94,93,84,1461.0,1469.8599853515625,1433.199951171875,1441.8199462890625
15,HII,Industrials,Aerospace & Defense,S&P 500,148.99,97,94,83,67,413.760009765625,414.57000732421875,401.93499755859375,411.6600036621094
16,GOOGL,Communication Services,Interactive Media & Services,S&P 500,147.82,97,96,93,59,334.95001220703125,340.4800109863281,333.6199951171875,335.9700012207031
17,GOOG,Communication Services,Interactive Media & Services,S&P 500,146.98,96,95,93,57,335.3500061035156,341.1700134277344,334.3500061035156,336.42999267578125
18,APH,Information Technology,Electronic Components,S&P 500,146.81,96,94,96,94,146.19000244140625,149.10000610351562,144.08999633789062,148.97000122070312
19,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,144.99,96,96,88,47,307.05999755859375,310.64129638671875,302.5899963378906,304.8699951171875
20,INSM,Health Care,Biotechnology,Nasdaq 100,144.54,96,99,98,93,169.0,170.4499969482422,162.3000030517578,163.72000122070312
21,IVZ,Financials,Asset Management & Custody Banks,S&P 500,143.17,96,95,91,93,28.795000076293945,28.850000381469727,28.270000457763672,28.299999237060547
22,DG,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,142.31,95,94,77,79,148.5,152.08999633789062,147.55999755859375,151.25
23,CHRW,Industrials,Air Freight & Logistics,S&P 500,141.93,95,93,87,39,172.25,174.25,171.84500122070312,173.4199981689453
24,EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,141.0,95,94,84,80,291.0,300.30999755859375,291.0,299.9700012207031
25,GM,Consumer Discretionary,Automobile Manufacturers,S&P 500,140.34,95,95,71,52,82.97000122070312,83.86000061035156,82.62000274658203,83.23999786376953
