Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,337.17,99,99,99,95,228.0050048828125,244.89999389648438,226.10000610351562,241.89999389648438
2,MU,Information Technology,Semiconductors,S&P 500,295.15,99,99,99,86,372.8699951171875,394.20001220703125,366.7300109863281,389.1099853515625
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,242.44,99,99,98,96,334.4049987792969,349.3999938964844,323.6099853515625,344.2200012207031
4,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,213.77,99,98,98,87,223.0500030517578,232.89999389648438,220.67999267578125,228.38999938964844
5,ALB,Materials,Specialty Chemicals,S&P 500,206.39,99,99,89,18,175.77999877929688,181.05499267578125,175.9696044921875,180.05999755859375
6,WBD,Communication Services,Broadcasting,S&P 500,204.76,99,99,99,95,28.31999969482422,28.719999313354492,28.200000762939453,28.530000686645508
7,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,192.25,98,98,95,60,229.19000244140625,234.83999633789062,225.7100067138672,231.88999938964844
8,INTC,Information Technology,Semiconductors,S&P 500,186.34,98,95,98,15,50.3120002746582,54.40999984741211,50.150001525878906,54.25
9,FIX,Industrials,Construction & Engineering,S&P 500,186.3,98,98,97,99,1141.1199951171875,1158.3515625,1115.0,1148.0
10,NEM,Materials,Gold,S&P 500,174.59,98,98,97,88,120.98999786376953,121.44960021972656,118.16999816894531,118.91000366210938
11,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,156.47,98,94,95,88,1507.25,1541.25,1480.4400634765625,1520.0
12,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,155.54,97,93,88,58,319.4800109863281,328.69000244140625,316.9100036621094,325.239990234375
13,AMD,Information Technology,Semiconductors,S&P 500,153.89,97,97,98,95,235.99000549316406,252.89999389648438,235.77999877929688,249.8000030517578
14,HII,Industrials,Aerospace & Defense,S&P 500,153.84,97,94,83,61,419.989990234375,426.7900085449219,410.610107421875,422.67999267578125
15,APH,Information Technology,Electronic Components,S&P 500,152.52,97,95,97,94,153.0749969482422,155.83999633789062,150.4949951171875,154.60000610351562
16,ASML,Technology,Industrial Machinery,Nasdaq 100,152.04,97,87,95,35,1332.0,1371.0,1322.6700439453125,1360.0899658203125
17,MRNA,Health Care,Biotechnology,S&P 500,149.8,96,71,1,2,43.5,50.0,43.34000015258789,49.810001373291016
18,CHRW,Industrials,Air Freight & Logistics,S&P 500,149.46,96,95,87,40,175.71499633789062,180.2100067138672,175.5,179.3800048828125
19,GOOGL,Communication Services,Interactive Media & Services,S&P 500,146.37,96,96,93,69,320.864990234375,332.4798889160156,319.351806640625,328.3800048828125
20,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,145.7,96,93,84,74,573.3599853515625,584.7000122070312,567.39501953125,582.0399780273438
21,GOOG,Communication Services,Interactive Media & Services,S&P 500,145.15,96,96,93,68,321.0950012207031,332.7250061035156,319.54010009765625,328.3800048828125
22,CVNA,Consumer Discretionary,Automotive Retail,S&P 500,142.76,95,97,91,97,445.0,457.8799133300781,442.3599853515625,455.0199890136719
23,GLW,Information Technology,Electronic Components,S&P 500,142.73,95,95,97,92,93.12999725341797,94.45500183105469,91.55470275878906,93.5199966430664
24,IVZ,Financials,Asset Management & Custody Banks,S&P 500,141.61,95,96,88,92,28.65999984741211,29.549999237060547,28.334999084472656,29.170000076293945
25,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,140.48,95,94,92,85,633.6699829101562,647.2009887695312,627.3201293945312,645.3800048828125
26,DG,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,139.32,95,94,73,76,146.9499969482422,147.86500549316406,145.2899932861328,147.16000366210938
27,INSM,Health Care,Biotechnology,Nasdaq 100,136.4,94,98,98,93,163.0,163.9600067138672,156.0800018310547,156.32000732421875
28,FCX,Materials,Copper,S&P 500,136.14,94,73,31,32,61.54999923706055,62.119998931884766,59.75,60.58000183105469
29,MPWR,Information Technology,Semiconductors,S&P 500,132.25,94,87,96,49,1046.8399658203125,1087.760009765625,1043.887451171875,1074.9300537109375
30,EL,Consumer Staples,Personal Care Products,S&P 500,131.9,94,92,86,84,114.70999908447266,118.06999969482422,114.5199966430664,117.87000274658203
31,ULTA,Consumer Discretionary,Other Specialty Retail,S&P 500,131.66,94,90,81,90,684.3900146484375,695.3400268554688,679.989990234375,683.4500122070312
32,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,131.54,94,94,97,99,131.08999633789062,133.0050048828125,130.00999450683594,132.24000549316406
33,GM,Consumer Discretionary,Automobile Manufacturers,S&P 500,130.23,93,97,89,59,79.26000213623047,81.26000213623047,79.02999877929688,80.93000030517578
34,HOOD,Financials,Investment Banking & Brokerage,S&P 500,130.07,93,99,99,99,105.77999877929688,108.5,104.94999694824219,105.91999816894531
35,DLTR,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,129.8,93,96,76,93,131.8000030517578,133.50999450683594,128.9250030517578,132.94000244140625
36,GS,Financials,Investment Banking & Brokerage,S&P 500,129.7,93,91,84,91,944.0,968.9199829101562,943.4500122070312,953.010009765625
37,CRL,Health Care,Life Sciences Tools & Services,S&P 500,128.95,93,83,79,67,219.52000427246094,226.92999267578125,220.5050048828125,226.77000427246094
38,APP,Information Technology,Application Software,S&P 500,128.87,92,97,99,99,555.010009765625,560.0,530.1500244140625,532.5599975585938
39,CAH,Health Care,Health Care Distributors,S&P 500,128.43,92,93,76,89,209.22000122070312,210.78900146484375,206.32000732421875,208.47000122070312
40,INCY,Health Care,Biotechnology,S&P 500,127.36,92,93,91,70,102.5,105.41000366210938,101.0,104.66999816894531
41,EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,127.21,92,95,87,71,270.81500244140625,274.54998779296875,265.010009765625,271.55999755859375
42,EXPD,Industrials,Air Freight & Logistics,S&P 500,127.04,92,88,46,25,160.60000610351562,163.19000244140625,160.1699981689453,162.50999450683594
43,HWM,Industrials,Aerospace & Defense,S&P 500,126.51,91,90,94,98,221.9499969482422,226.74000549316406,220.55999755859375,225.0
44,CFG,Financials,Regional Banks,S&P 500,126.3,91,88,75,78,60.75,64.2699966430664,60.33000183105469,64.05999755859375
45,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,125.79,91,80,82,97,247.91000366210938,254.5399932861328,243.97500610351562,253.14999389648438
46,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,125.28,91,74,68,16,32.5,33.79999923706055,32.560001373291016,33.36000061035156
47,GEV,Industrials,Heavy Electrical Equipment,S&P 500,125.22,91,94,93,99,686.22998046875,690.0341186523438,652.5900268554688,667.8900146484375
48,IBKR,Financials,Investment Banking & Brokerage,S&P 500,125.16,90,80,91,97,72.0,76.97000122070312,70.88999938964844,75.80000305175781
49,DD,Materials,Specialty Chemicals,S&P 500,124.92,90,89,59,29,42.869998931884766,43.59000015258789,42.68000030517578,43.380001068115234
50,ADI,Information Technology,Semiconductors,S&P 500,124.38,90,79,65,57,298.9599914550781,308.1499938964844,298.3999938964844,304.9700012207031
51,NUE,Materials,Steel,S&P 500,124.26,90,84,47,55,177.0,181.63999938964844,176.60499572753906,180.22999572753906
52,VTRS,Health Care,Pharmaceuticals,S&P 500,123.96,90,84,57,15,12.710000038146973,13.180000305175781,12.710000038146973,13.050000190734863
53,RTX,Industrials,Aerospace & Defense,S&P 500,123.72,89,89,91,87,197.59500122070312,198.3000030517578,195.5800018310547,197.5
54,LHX,Industrials,Aerospace & Defense,S&P 500,123.66,89,77,83,80,343.8599853515625,349.17999267578125,343.1000061035156,347.80999755859375
55,PLTR,Information Technology,Application Software,S&P 500,123.52,89,97,99,99,168.40199279785156,169.49000549316406,161.11000061035156,165.3300018310547
56,SLB,Energy,Oil & Gas Equipment & Services,S&P 500,123.32,89,57,27,11,47.099998474121094,48.60929870605469,47.0,48.52000045776367
57,PH,Industrials,Industrial Machinery & Supplies & Components,S&P 500,123.14,89,85,69,78,937.0399780273438,952.7550048828125,930.9600830078125,945.2899780273438
58,HAS,Consumer Discretionary,Leisure Products,S&P 500,122.39,88,82,76,81,85.86499786376953,87.91500091552734,85.19999694824219,87.9000015258789
59,ROK,Industrials,Electrical Components & Equipment,S&P 500,122.37,88,87,81,90,407.760009765625,422.239990234375,407.3599853515625,420.29998779296875
60,LLY,Health Care,Pharmaceuticals,S&P 500,122.06,88,92,30,10,1043.8599853515625,1081.31005859375,1042.02001953125,1078.52001953125
61,FOXA,Communication Services,Broadcasting,S&P 500,121.8,88,87,77,79,72.29000091552734,72.76000213623047,71.62000274658203,72.69999694824219
62,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,121.49,88,72,90,53,187.97999572753906,193.33250427246094,187.3300018310547,188.19000244140625
63,MNST,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 500,121.18,88,85,86,61,81.33000183105469,81.76000213623047,79.88500213623047,81.5999984741211
64,C,Financials,Diversified Banks,S&P 500,120.9,87,92,86,93,113.13999938964844,115.58999633789062,113.1449966430664,113.86000061035156
65,RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,120.87,87,92,92,94,363.0199890136719,373.4150085449219,362.4800109863281,369.5799865722656
66,JBHT,Industrials,Cargo Ground Transportation,S&P 500,120.77,87,92,60,19,205.19000244140625,211.2550048828125,204.32000732421875,209.6999969482422
67,IDXX,Health Care,Health Care Equipment,S&P 500,120.72,87,91,90,87,688.1799926757812,709.2349853515625,681.0,696.4600219726562
68,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,120.63,87,78,48,60,212.80999755859375,216.72999572753906,211.52999877929688,216.69000244140625
69,BG,Consumer Staples,Agricultural Products & Services,S&P 500,120.61,86,76,84,20,110.0,112.58999633789062,109.33000183105469,112.06999969482422
70,STLD,Materials,Steel,S&P 500,120.45,86,91,77,29,173.64999389648438,180.55999755859375,173.64999389648438,179.8300018310547
71,LVS,Consumer Discretionary,Casinos & Gaming,S&P 500,120.16,86,93,86,88,58.95000076293945,59.970001220703125,58.849998474121094,59.599998474121094
72,LUV,Industrials,Passenger Airlines,S&P 500,119.95,86,84,47,54,42.849998474121094,43.470001220703125,42.349998474121094,42.849998474121094
73,MS,Financials,Investment Banking & Brokerage,S&P 500,119.56,85,88,85,84,182.47000122070312,186.4199981689453,182.02059936523438,183.32000732421875
74,GE,Industrials,Aerospace & Defense,S&P 500,119.56,85,90,94,94,313.05999755859375,320.3299865722656,310.6600036621094,318.5
75,FOX,Communication Services,Broadcasting,S&P 500,119.39,85,83,69,78,65.08999633789062,65.66999816894531,64.63999938964844,65.47000122070312
76,APA,Energy,Oil & Gas Exploration & Production,S&P 500,119.17,85,72,85,26,25.670000076293945,26.610000610351562,25.670000076293945,26.540000915527344
77,MCHP,Information Technology,Semiconductors,S&P 500,118.99,85,58,52,79,74.16999816894531,76.73999786376953,73.7699966430664,76.19999694824219
78,FSLR,Information Technology,Semiconductors,S&P 500,118.53,85,96,90,63,244.89999389648438,247.51499938964844,238.22000122070312,243.72000122070312
79,ROST,Consumer Discretionary,Apparel Retail,S&P 500,117.67,84,89,60,26,190.94000244140625,192.61000061035156,189.8699951171875,192.32000732421875
