Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,LITE,Information Technology,Communications Equipment,S&P 500,557.07,99,99,99,98,728.8499755859375,803.5800170898438,728.8499755859375,801.989990234375
2,CIEN,Information Technology,Communications Equipment,S&P 500,355.9,99,99,99,98,405.0,434.2200012207031,405.0,429.3800048828125
3,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,346.86,99,99,99,99,294.5150146484375,301.3500061035156,280.2200012207031,301.04998779296875
4,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,250.55,99,98,99,99,402.4200134277344,426.2799987792969,395.0,424.9599914550781
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,247.25,99,99,97,90,299.92999267578125,327.4200134277344,298.0,320.1400146484375
6,MU,Information Technology,Semiconductors,S&P 500,241.88,99,99,99,96,401.3399963378906,404.9800109863281,388.9100036621094,395.5299987792969
7,COHR,Information Technology,Electronic Components,S&P 500,238.48,98,98,98,86,255.25,277.3699951171875,255.14999389648438,272.3299865722656
8,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,234.56,98,99,99,99,109.58000183105469,114.20989990234375,108.97000122070312,110.83999633789062
9,FIX,Industrials,Construction & Engineering,S&P 500,225.93,98,98,97,98,1412.0699462890625,1472.31005859375,1387.570068359375,1461.52001953125
10,GLW,Information Technology,Electronic Components,S&P 500,207.37,98,98,96,97,131.67990112304688,145.5,130.25999450683594,142.00999450683594
11,VRT,Industrials,Electrical Components & Equipment,S&P 500,199.85,98,97,93,94,256.0,270.8999938964844,251.14999389648438,270.8900146484375
12,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,197.33,97,98,98,96,230.16000366210938,241.3699951171875,230.16000366210938,238.83999633789062
13,ALB,Materials,Specialty Chemicals,S&P 500,193.81,97,97,98,50,165.92999267578125,177.1699981689453,164.53070068359375,177.05999755859375
14,APA,Energy,Oil & Gas Exploration & Production,S&P 500,184.67,97,85,69,73,39.869998931884766,41.45000076293945,39.83000183105469,40.79999923706055
15,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,180.6,97,97,93,70,358.1600036621094,379.989990234375,358.0,373.989990234375
16,GEV,Industrials,Heavy Electrical Equipment,S&P 500,167.89,97,96,94,97,864.1300048828125,913.5800170898438,860.1599731445312,909.4099731445312
17,^VIX,--- Reference ---,--- Reference ---,--- Reference ---,165.98,96,26,5,22,25.90999984741211,27.940000534057617,25.639999389648438,26.950000762939453
18,MRNA,Health Care,Biotechnology,S&P 500,162.48,96,96,69,2,50.44200134277344,52.68000030517578,50.34000015258789,51.34000015258789
19,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,161.55,96,95,80,55,286.54998779296875,301.989990234375,287.32000732421875,298.5799865722656
20,WBD,Communication Services,Broadcasting,S&P 500,161.13,96,97,98,98,27.350000381469727,27.440000534057617,27.25,27.280000686645508
21,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,157.85,96,84,71,87,238.74000549316406,246.2552947998047,236.3000030517578,241.75
22,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,156.81,95,96,93,86,693.7999877929688,721.1500244140625,693.030029296875,716.6300048828125
23,TPL,Energy,Oil & Gas Exploration & Production,S&P 500,155.5,95,93,6,11,529.0599975585938,545.0,527.5349731445312,535.260009765625
24,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,153.39,95,95,94,92,1484.8399658203125,1582.449951171875,1481.699951171875,1566.18994140625
25,CF,Materials,Fertilizers & Agricultural Chemicals,S&P 500,152.2,95,65,15,44,122.66500091552734,128.1300048828125,122.2699966430664,126.91999816894531
26,PWR,Industrials,Construction & Engineering,S&P 500,151.62,95,94,81,88,563.77001953125,581.935791015625,559.02001953125,578.4400024414062
27,ASML,Technology,Industrial Machinery,Nasdaq 100,151.33,94,96,88,85,1348.6800537109375,1413.280029296875,1348.6800537109375,1399.4200439453125
28,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,149.86,94,92,72,38,37.5,38.45000076293945,37.21220016479492,38.11000061035156
29,INTC,Information Technology,Semiconductors,S&P 500,149.76,94,95,91,95,43.53499984741211,44.310001373291016,43.20000076293945,44.060001373291016
30,BG,Consumer Staples,Agricultural Products & Services,S&P 500,149.0,94,91,66,35,121.62000274658203,125.48999786376953,121.98999786376953,124.08999633789062
31,LYB,Materials,Specialty Chemicals,S&P 500,148.71,94,54,2,1,72.33000183105469,76.37999725341797,72.33000183105469,76.01000213623047
32,DOW,Materials,Commodity Chemicals,S&P 500,148.02,94,73,7,0,36.22999954223633,38.470001220703125,36.22999954223633,38.310001373291016
33,HII,Industrials,Aerospace & Defense,S&P 500,145.85,93,96,95,85,393.7900085449219,406.21990966796875,392.0530090332031,402.0799865722656
34,MPC,Energy,Oil & Gas Refining & Marketing,S&P 500,144.76,93,57,40,81,238.7899932861328,247.13999938964844,238.40499877929688,243.91000366210938
35,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,144.44,93,31,58,82,163.6199951171875,178.30999755859375,163.3699951171875,176.91000366210938
36,PSX,Energy,Oil & Gas Refining & Marketing,S&P 500,143.69,93,76,47,61,178.77999877929688,185.3699951171875,178.25999450683594,184.1199951171875
37,XOM,Energy,Integrated Oil & Gas,S&P 500,142.68,93,85,56,39,161.7100067138672,167.47000122070312,161.39999389648438,165.3800048828125
38,GNRC,Industrials,Electrical Components & Equipment,S&P 500,142.03,92,94,19,65,200.08999633789062,211.13999938964844,200.056396484375,209.2100067138672
39,ROST,Consumer Discretionary,Apparel Retail,S&P 500,141.3,92,84,85,58,211.08999633789062,216.05999755859375,210.52999877929688,215.8000030517578
40,BKR,Energy,Oil & Gas Equipment & Services,S&P 500,141.13,92,91,47,80,62.08000183105469,64.06999969482422,61.869998931884766,63.4900016784668
41,DVN,Energy,Oil & Gas Exploration & Production,S&P 500,140.62,92,77,53,41,48.970001220703125,50.70500183105469,48.95500183105469,50.27000045776367
42,OXY,Energy,Oil & Gas Exploration & Production,S&P 500,139.31,92,67,10,37,60.779998779296875,62.10900115966797,60.630001068115234,61.25
43,FDX,Industrials,Air Freight & Logistics,S&P 500,138.81,91,93,79,24,353.05999755859375,360.29998779296875,350.95001220703125,359.9599914550781
44,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,137.82,91,95,95,97,142.9199981689453,144.17999267578125,139.9199981689453,144.02000427246094
45,EME,Industrials,Construction & Engineering,S&P 500,136.24,91,93,78,93,746.489990234375,768.27001953125,736.4400024414062,761.27001953125
46,COP,Energy,Oil & Gas Exploration & Production,S&P 500,136.09,91,75,25,29,127.52999877929688,131.0,127.47000122070312,129.35000610351562
47,NEM,Materials,Gold,S&P 500,134.8,91,97,97,97,97.27999877929688,99.43000030517578,95.42449951171875,99.0199966430664
48,CVX,Energy,Integrated Oil & Gas,S&P 500,134.75,90,78,36,48,206.0500030517578,209.7899932861328,205.80999755859375,206.7899932861328
49,SLB,Energy,Oil & Gas Equipment & Services,S&P 500,134.73,90,90,50,17,49.029998779296875,51.084999084472656,48.84000015258789,50.5099983215332
50,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,134.31,90,92,92,87,541.0399780273438,558.0,541.0399780273438,554.75
51,TRGP,Energy,Oil & Gas Storage & Transportation,S&P 500,134.12,90,86,46,30,240.57000732421875,246.97000122070312,240.40499877929688,246.10000610351562
52,AKAM,Information Technology,Internet Services & Infrastructure,S&P 500,133.78,90,74,59,12,113.1500015258789,115.6050033569336,112.30500030517578,114.5
53,CHRW,Industrials,Air Freight & Logistics,S&P 500,133.48,89,91,94,89,166.8300018310547,172.98500061035156,165.9199981689453,169.1999969482422
54,MPWR,Information Technology,Semiconductors,S&P 500,133.44,89,94,87,88,1068.75,1109.989990234375,1060.0,1101.5899658203125
55,CTRA,Energy,Oil & Gas Exploration & Production,S&P 500,133.33,89,70,48,25,34.099998474121094,35.31999969482422,34.099998474121094,35.02000045776367
56,FANG,Energy,Oil & Gas Exploration & Production,S&P 500,131.8,89,66,34,24,194.1999969482422,199.9600067138672,194.1999969482422,197.05999755859375
57,LHX,Industrials,Aerospace & Defense,S&P 500,131.63,89,89,77,90,342.4200134277344,351.67999267578125,341.0580139160156,351.4200134277344
58,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,131.55,88,90,86,91,264.32000732421875,278.5050048828125,263.0,277.3800048828125
59,VTRS,Health Care,Pharmaceuticals,S&P 500,130.5,88,94,84,36,13.210000038146973,13.484999656677246,13.109999656677246,13.359999656677246
60,JNJ,Health Care,Pharmaceuticals,S&P 500,130.08,88,88,85,79,234.13999938964844,236.0,232.2364959716797,235.27000427246094
61,ADM,Consumer Staples,Agricultural Products & Services,S&P 500,129.92,88,78,59,64,68.37000274658203,71.59500122070312,68.11000061035156,71.44000244140625
62,HWM,Industrials,Aerospace & Defense,S&P 500,129.66,88,93,90,94,233.64999389648438,239.5500030517578,231.75999450683594,239.50999450683594
63,DD,Materials,Specialty Chemicals,S&P 500,129.41,88,92,88,40,43.72999954223633,45.779998779296875,43.61000061035156,45.33000183105469
64,LMT,Industrials,Aerospace & Defense,S&P 500,128.42,87,91,48,45,612.9500122070312,615.2999877929688,605.0001220703125,610.1699829101562
65,ADI,Information Technology,Semiconductors,S&P 500,127.95,87,92,76,56,312.0400085449219,324.7900085449219,311.0950012207031,321.8299865722656
66,GOOGL,Communication Services,Interactive Media & Services,S&P 500,126.77,87,89,95,93,299.1099853515625,299.9200134277344,290.3349914550781,290.44000244140625
67,MRK,Health Care,Pharmaceuticals,S&P 500,126.67,87,88,85,22,114.69999694824219,116.54000091552734,114.0199966430664,116.37000274658203
68,JCI,Industrials,Building Products,S&P 500,126.29,87,89,83,82,131.8300018310547,136.88499450683594,130.82000732421875,136.42999267578125
69,AMD,Information Technology,Semiconductors,S&P 500,125.97,86,90,96,81,201.38999938964844,206.42999267578125,200.1300048828125,205.3699951171875
70,EIX,Utilities,Electric Utilities,S&P 500,125.64,86,87,54,17,70.2300033569336,71.86000061035156,70.04000091552734,71.27999877929688
71,GOOG,Communication Services,Interactive Media & Services,S&P 500,125.34,86,88,96,92,296.2099914550781,297.0899963378906,288.8550109863281,289.20001220703125
72,JBHT,Industrials,Cargo Ground Transportation,S&P 500,125.04,86,90,90,8,200.61000061035156,209.14500427246094,200.48500061035156,205.13999938964844
73,HAS,Consumer Discretionary,Leisure Products,S&P 500,124.7,86,86,79,65,91.94999694824219,93.54000091552734,91.625,92.5999984741211
74,EOG,Energy,Oil & Gas Exploration & Production,S&P 500,124.61,85,48,12,20,139.8000030517578,143.7299041748047,140.19000244140625,142.52999877929688
75,NOC,Industrials,Aerospace & Defense,S&P 500,123.68,85,88,63,79,670.0,689.2899780273438,668.2000122070312,682.1599731445312
76,VZ,Communication Services,Integrated Telecommunication Services,S&P 500,122.78,85,71,29,47,50.54999923706055,51.68000030517578,50.47999954223633,50.90999984741211
77,WMB,Energy,Oil & Gas Storage & Transportation,S&P 500,122.26,85,80,36,72,73.51000213623047,75.02999877929688,73.375,74.45999908447266
78,KMI,Energy,Oil & Gas Storage & Transportation,S&P 500,121.97,85,76,34,55,33.619998931884766,34.224998474121094,33.61000061035156,33.93000030517578
79,NEE,Utilities,Multi-Utilities,S&P 500,121.53,84,80,64,41,90.29000091552734,92.4999008178711,90.125,91.62000274658203
80,GM,Consumer Discretionary,Automobile Manufacturers,S&P 500,121.37,84,89,95,77,74.9800033569336,76.87000274658203,74.80000305175781,76.56999969482422
81,FCX,Materials,Copper,S&P 500,121.06,84,95,89,18,54.22999954223633,56.625,53.97999954223633,56.47999954223633
82,CAH,Health Care,Health Care Distributors,S&P 500,121.04,84,88,92,72,206.91000366210938,208.72000122070312,203.86000061035156,207.22999572753906
83,BIIB,Health Care,Biotechnology,S&P 500,120.26,84,83,83,26,182.6300048828125,184.83999633789062,180.3300018310547,183.94000244140625
84,TGT,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,120.04,83,72,31,4,113.81999969482422,116.05000305175781,113.01000213623047,115.91999816894531
85,RTX,Industrials,Aerospace & Defense,S&P 500,119.89,83,84,88,87,192.22000122070312,195.13999938964844,191.17999267578125,194.0
86,HUBB,Industrials,Industrial Machinery & Supplies & Components,S&P 500,119.6,83,82,68,53,486.1400146484375,507.7200012207031,482.93499755859375,505.6199951171875
87,PH,Industrials,Industrial Machinery & Supplies & Components,S&P 500,119.48,83,87,84,69,889.5399780273438,929.5850219726562,883.8350219726562,924.5800170898438
88,DE,Industrials,Agricultural & Farm Machinery,S&P 500,119.02,83,83,37,31,560.5499877929688,584.5,560.0001220703125,583.02001953125
89,APH,Information Technology,Electronic Components,S&P 500,118.91,82,93,94,96,128.60000610351562,133.08810424804688,127.75,127.95999908447266
90,GILD,Health Care,Biotechnology,S&P 500,118.7,82,81,74,60,136.8000030517578,138.36500549316406,136.46499633789062,138.11000061035156
91,HSY,Consumer Staples,Packaged Foods & Meats,S&P 500,118.05,82,83,55,51,214.27999877929688,217.38999938964844,212.3000030517578,215.1999969482422
92,C,Financials,Diversified Banks,S&P 500,117.82,82,79,93,92,110.16999816894531,114.80000305175781,109.56999969482422,113.73999786376953
93,EQT,Energy,Oil & Gas Exploration & Production,S&P 500,117.81,82,46,47,65,65.69999694824219,67.26000213623047,65.19999694824219,65.33000183105469
94,IVZ,Financials,Asset Management & Custody Banks,S&P 500,117.52,82,87,94,93,23.43000030517578,24.299999237060547,23.350000381469727,23.979999542236328
95,AEP,Utilities,Electric Utilities,S&P 500,117.32,81,67,67,63,127.25,129.88999938964844,126.83000183105469,128.8000030517578
96,WMT,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,117.29,81,80,72,66,120.625,124.11000061035156,120.5,122.05000305175781
97,TDY,Information Technology,Electronic Equipment & Instruments,S&P 500,117.08,81,85,34,77,622.7100219726562,632.010009765625,617.739990234375,626.0599975585938
98,EQIX,Real Estate,Data Center REITs,S&P 500,117.01,81,64,20,23,964.77001953125,974.635009765625,958.5197143554688,964.530029296875
99,NDSN,Industrials,Industrial Machinery & Supplies & Components,S&P 500,117.0,81,85,66,41,265.80999755859375,271.69000244140625,265.05999755859375,269.19000244140625
100,CBOE,Financials,Financial Exchanges & Data,S&P 500,116.9,80,74,68,65,281.5,283.135009765625,279.17999267578125,283.0899963378906
101,HCA,Health Care,Health Care Facilities,S&P 500,116.8,80,82,85,76,490.0,493.2200012207031,474.9100036621094,485.7200012207031
102,CTVA,Materials,Fertilizers & Agricultural Chemicals,S&P 500,116.57,80,61,45,43,77.87999725341797,81.12000274658203,77.87999725341797,80.58000183105469
103,WAB,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,116.51,80,86,65,40,239.24000549316406,248.11749267578125,239.96499633789062,245.6199951171875
104,SRE,Utilities,Multi-Utilities,S&P 500,116.34,80,51,63,70,92.79000091552734,95.6449966430664,92.72000122070312,95.0
105,CFG,Financials,Regional Banks,S&P 500,116.03,79,84,86,82,57.31999969482422,59.38999938964844,57.31999969482422,58.939998626708984
106,ON,Information Technology,Semiconductors,S&P 500,116.01,79,91,53,12,59.040000915527344,63.06999969482422,59.040000915527344,62.34000015258789
107,FE,Utilities,Electric Utilities,S&P 500,115.58,79,60,60,68,48.459999084472656,49.56999969482422,48.459999084472656,49.15999984741211
108,OKE,Energy,Oil & Gas Storage & Transportation,S&P 500,115.51,79,48,14,6,90.44000244140625,92.01000213623047,90.30000305175781,90.94000244140625
109,MRVL,Technology,Semiconductors,Nasdaq 100,115.25,79,37,53,58,88.83499908447266,93.1500015258789,88.80000305175781,92.36000061035156
110,MCK,Health Care,Health Care Distributors,S&P 500,115.1,78,82,75,82,876.0800170898438,887.169921875,864.780029296875,881.9400024414062
111,ODFL,Industrials,Cargo Ground Transportation,S&P 500,114.84,78,81,42,5,184.7100067138672,191.36000061035156,182.88999938964844,185.02999877929688
112,ETR,Utilities,Electric Utilities,S&P 500,114.81,78,68,62,79,100.81999969482422,103.68000030517578,100.80999755859375,102.5199966430664
113,DVA,Health Care,Health Care Services,S&P 500,114.63,78,58,4,14,152.1999969482422,154.69000244140625,151.4499969482422,153.27999877929688
114,WELL,Real Estate,Health Care REITs,S&P 500,114.56,78,76,80,85,193.33999633789062,198.25,192.66000366210938,196.61000061035156
115,STLD,Materials,Steel,S&P 500,114.45,77,86,89,59,166.6300048828125,170.39999389648438,164.5,169.6999969482422
116,MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,114.35,77,76,75,32,325.0350036621094,326.33990478515625,321.9599914550781,324.2900085449219
117,VTR,Real Estate,Health Care REITs,S&P 500,114.13,77,75,80,63,81.58999633789062,83.15499877929688,81.26000213623047,82.18000030517578
118,CSCO,Information Technology,Communications Equipment,S&P 500,114.06,77,58,78,63,78.12999725341797,80.93499755859375,78.12999725341797,80.86000061035156
119,BK,Financials,Asset Management & Custody Banks,S&P 500,113.78,77,68,84,90,115.9000015258789,118.9000015258789,115.5,117.9000015258789
120,DOV,Industrials,Industrial Machinery & Supplies & Components,S&P 500,113.42,76,78,67,16,209.91000366210938,216.47999572753906,209.3300018310547,215.5800018310547
121,EA,Communication Services,Interactive Home Entertainment,S&P 500,113.27,76,70,81,90,201.14999389648438,201.75,200.9600067138672,201.6199951171875
122,CSX,Industrials,Rail Transportation,S&P 500,113.14,76,82,68,57,38.650001525878906,39.2599983215332,38.5099983215332,38.869998931884766
123,CME,Financials,Financial Exchanges & Data,S&P 500,112.94,76,67,55,56,303.9599914550781,307.3399963378906,302.1000061035156,302.67999267578125
124,HST,Real Estate,Hotel & Resort REITs,S&P 500,112.87,76,77,70,50,18.969999313354492,19.299999237060547,18.860000610351562,18.969999313354492
125,TJX,Consumer Discretionary,Apparel Retail,S&P 500,112.68,76,60,77,74,156.72999572753906,159.44000244140625,155.47000122070312,158.3800048828125
126,IBKR,Financials,Investment Banking & Brokerage,S&P 500,112.57,75,77,81,95,66.9020004272461,67.62000274658203,64.48999786376953,66.12000274658203
127,NUE,Materials,Steel,S&P 500,112.51,75,80,83,44,160.1699981689453,163.1199951171875,160.08999633789062,162.74000549316406
128,ANET,Information Technology,Communications Equipment,S&P 500,112.47,75,66,75,95,134.2100067138672,135.6999969482422,129.19000244140625,130.8000030517578
129,AMGN,Health Care,Biotechnology,S&P 500,112.38,75,79,78,28,346.55999755859375,352.5799865722656,345.79998779296875,348.42999267578125
130,REGN,Health Care,Biotechnology,S&P 500,112.24,75,59,88,10,732.510009765625,743.1649780273438,727.969970703125,741.6900024414062
131,EVRG,Utilities,Electric Utilities,S&P 500,112.03,74,62,58,72,79.4000015258789,81.08999633789062,79.12000274658203,79.93000030517578
132,DAL,Industrials,Passenger Airlines,S&P 500,111.55,74,72,88,64,64.0,66.97000122070312,63.541099548339844,66.6500015258789
133,STT,Financials,Asset Management & Custody Banks,S&P 500,111.48,74,70,83,76,122.70999908447266,127.72989654541016,121.96499633789062,126.27999877929688
134,NTRS,Financials,Asset Management & Custody Banks,S&P 500,111.45,74,66,77,83,135.49000549316406,141.52999877929688,133.5800018310547,140.3699951171875
135,PCAR,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,111.45,74,79,68,34,113.11000061035156,117.01499938964844,113.0199966430664,115.80000305175781
136,RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,111.41,73,77,90,89,340.1499938964844,346.1549987792969,337.739990234375,343.5
137,AES,Utilities,Independent Power Producers & Energy Traders,S&P 500,111.41,73,87,70,47,14.079999923706055,14.149999618530273,14.0600004196167,14.130000114440918
138,BALL,Materials,"Metal, Glass & Plastic Containers",S&P 500,111.36,73,82,37,12,57.720001220703125,59.599998474121094,57.400001525878906,59.119998931884766
139,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,111.24,73,34,77,83,22.18000030517578,23.90999984741211,22.049999237060547,23.899999618530273
140,AME,Industrials,Electrical Components & Equipment,S&P 500,111.12,73,78,70,49,210.17999267578125,217.67999267578125,209.58999633789062,216.97999572753906
141,GRMN,Consumer Discretionary,Consumer Electronics,S&P 500,111.06,72,73,19,78,235.35000610351562,241.38499450683594,234.07000732421875,241.11000061035156
142,ATO,Utilities,Gas Utilities,S&P 500,111.02,72,53,60,72,180.2100067138672,183.6300048828125,179.32000732421875,181.57000732421875
143,FER,Industrials,"Military, Government, Technical",Nasdaq 100,111.0,72,85,87,83,62.150001525878906,63.18000030517578,61.97999954223633,62.880001068115234
144,ETN,Industrials,Electrical Components & Equipment,S&P 500,110.98,72,59,25,67,359.67999267578125,375.885009765625,356.6424865722656,374.1000061035156
145,BMY,Health Care,Pharmaceuticals,S&P 500,110.73,72,81,67,14,56.79999923706055,57.689998626708984,56.459999084472656,57.38999938964844
146,AVGO,Information Technology,Semiconductors,S&P 500,110.71,71,69,91,95,319.5799865722656,324.39990234375,314.8399963378906,318.2900085449219
147,CNP,Utilities,Multi-Utilities,S&P 500,110.63,71,58,55,71,41.619998931884766,42.41999816894531,41.560001373291016,41.880001068115234
148,EBAY,Consumer Discretionary,Broadline Retail,S&P 500,110.55,71,45,66,89,89.81999969482422,90.4800033569336,88.05000305175781,89.0999984741211
149,PLD,Real Estate,Industrial REITs,S&P 500,110.42,71,73,76,46,128.77999877929688,131.63999938964844,128.39500427246094,130.35000610351562
150,GD,Industrials,Aerospace & Defense,S&P 500,110.33,71,64,74,77,344.239990234375,348.4200134277344,343.784912109375,346.2300109863281
151,GS,Financials,Investment Banking & Brokerage,S&P 500,110.28,70,83,90,90,824.9299926757812,844.489990234375,818.0,835.719970703125
152,NI,Utilities,Multi-Utilities,S&P 500,110.15,70,55,52,69,45.15999984741211,46.09000015258789,45.119998931884766,45.68000030517578
153,ALGN,Health Care,Health Care Supplies,S&P 500,110.04,70,65,38,0,177.9199981689453,181.4499969482422,175.3800048828125,179.33999633789062
154,HLT,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,110.04,70,63,70,45,298.92999267578125,300.8900146484375,296.6706848144531,299.9100036621094
155,IRM,Real Estate,Other Specialized REITs,S&P 500,109.57,70,81,7,41,101.80000305175781,102.87000274658203,100.36000061035156,100.70999908447266
156,INCY,Health Care,Biotechnology,S&P 500,109.5,70,72,91,85,89.62999725341797,91.69999694824219,89.25,90.62000274658203
157,PNW,Utilities,Multi-Utilities,S&P 500,109.26,69,53,43,39,97.11000061035156,99.20999908447266,96.75,97.91999816894531
158,PCG,Utilities,Multi-Utilities,S&P 500,109.21,69,63,35,18,17.270000457763672,17.600000381469727,17.200000762939453,17.34000015258789
159,INSM,Health Care,Biotechnology,Nasdaq 100,109.09,69,89,97,98,144.4199981689453,145.52000427246094,137.19500732421875,139.13999938964844
160,HON,Industrials,Industrial Conglomerates,S&P 500,109.05,69,75,29,24,220.61000061035156,224.64999389648438,220.5800018310547,221.57000732421875
161,PFE,Health Care,Pharmaceuticals,S&P 500,109.03,69,53,51,37,26.600000381469727,27.1299991607666,26.440000534057617,26.959999084472656
162,T,Communication Services,Integrated Telecommunication Services,S&P 500,108.98,68,44,20,64,28.799999237060547,29.434999465942383,28.665000915527344,28.8700008392334
163,DGX,Health Care,Health Care Services,S&P 500,108.77,68,61,42,70,194.5800018310547,197.02999877929688,193.80999755859375,196.0800018310547
164,MSI,Information Technology,Communications Equipment,S&P 500,108.67,68,61,8,46,454.6400146484375,459.05999755859375,451.5050048828125,454.75
165,ED,Utilities,Multi-Utilities,S&P 500,108.3,68,52,43,39,108.98999786376953,111.19000244140625,108.4800033569336,109.87999725341797
166,XEL,Utilities,Multi-Utilities,S&P 500,108.25,68,57,46,78,76.7699966430664,78.70500183105469,76.4749984741211,77.95999908447266
167,LNT,Utilities,Electric Utilities,S&P 500,108.15,67,50,52,61,68.93000030517578,70.44999694824219,68.86000061035156,69.66000366210938
168,MO,Consumer Staples,Tobacco,S&P 500,108.0,67,70,37,80,64.69000244140625,65.48999786376953,64.2699966430664,64.31999969482422
169,IEX,Industrials,Industrial Machinery & Supplies & Components,S&P 500,107.99,67,66,43,8,186.77000427246094,193.22000122070312,185.16000366210938,192.8800048828125
170,CB,Financials,Property & Casualty Insurance,S&P 500,107.92,67,63,61,33,326.0899963378906,329.5,325.20001220703125,325.6099853515625
171,KR,Consumer Staples,Food Retail,S&P 500,107.91,67,39,27,46,72.55999755859375,73.55999755859375,71.69999694824219,71.87999725341797
172,LUV,Industrials,Passenger Airlines,S&P 500,107.82,66,94,81,33,39.599998474121094,40.40999984741211,39.20000076293945,39.83000183105469
173,KIM,Real Estate,Retail REITs,S&P 500,107.81,66,54,26,38,22.59000015258789,22.985000610351562,22.489999771118164,22.559999465942383
174,SYY,Consumer Staples,Food Distributors,S&P 500,107.65,66,70,27,53,81.16000366210938,82.8499984741211,80.84750366210938,82.33999633789062
175,EXC,Utilities,Electric Utilities,S&P 500,107.55,66,49,49,57,47.0099983215332,47.790000915527344,46.939998626708984,47.290000915527344
176,AEE,Utilities,Multi-Utilities,S&P 500,107.49,66,52,47,65,106.37999725341797,108.83499908447266,106.33999633789062,107.69000244140625
177,HOLX,Health Care,Health Care Equipment,S&P 500,107.4,65,55,64,31,75.51000213623047,75.62999725341797,75.44000244140625,75.55000305175781
178,NVDA,Information Technology,Semiconductors,S&P 500,107.35,65,75,82,92,174.76199340820312,176.22000122070312,173.97999572753906,175.1999969482422
179,MS,Financials,Investment Banking & Brokerage,S&P 500,107.26,65,67,88,88,162.43499755859375,167.0800018310547,162.22999572753906,165.8699951171875
180,EXPD,Industrials,Air Freight & Logistics,S&P 500,107.07,65,51,86,41,141.5399932861328,143.58999633789062,140.9499969482422,141.97000122070312
181,DTE,Utilities,Multi-Utilities,S&P 500,106.98,65,48,33,59,141.82000732421875,144.77000427246094,141.82000732421875,143.32000732421875
182,DUK,Utilities,Electric Utilities,S&P 500,106.92,64,46,41,55,126.9800033569336,129.08900451660156,126.8499984741211,127.37999725341797
183,TT,Industrials,Building Products,S&P 500,106.89,64,59,36,54,420.3999938964844,434.1199951171875,419.07000732421875,430.0799865722656
184,L,Financials,Multi-line Insurance,S&P 500,106.71,64,57,71,67,106.23999786376953,107.83499908447266,105.86000061035156,107.13999938964844
185,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 500,106.57,64,56,54,28,74.86000061035156,75.68499755859375,74.63999938964844,74.66999816894531
