Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,395.24,99,99,99,99,370.3500061035156,378.9800109863281,366.20001220703125,372.5199890136719
2,CIEN,Information Technology,Communications Equipment,S&P 500,384.77,99,99,99,99,500.4700012207031,513.8300170898438,495.1700134277344,507.42999267578125
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,303.11,99,99,99,98,545.0,553.5700073242188,537.5200805664062,547.75
4,COHR,Information Technology,Electronic Components,S&P 500,288.14,99,99,98,91,333.489990234375,345.1199951171875,332.25,345.0199890136719
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,274.33,99,99,98,94,375.739990234375,381.4700012207031,371.1000061035156,380.3800048828125
6,MU,Information Technology,Semiconductors,S&P 500,271.3,99,99,99,98,466.8500061035156,470.9700012207031,452.20001220703125,455.07000732421875
7,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,260.04,98,98,99,99,134.7899932861328,135.67999267578125,132.08999633789062,133.2100067138672
8,FIX,Industrials,Construction & Engineering,S&P 500,223.85,98,98,97,96,1623.2099609375,1654.2900390625,1605.0,1650.469970703125
9,GLW,Information Technology,Electronic Components,S&P 500,221.61,98,98,95,97,168.1999969482422,170.10000610351562,163.39999389648438,164.3800048828125
10,VRT,Industrials,Electrical Components & Equipment,S&P 500,210.39,98,98,92,95,298.70001220703125,308.5,298.2699890136719,307.3399963378906
11,INTC,Information Technology,Semiconductors,S&P 500,200.15,98,96,98,98,68.83799743652344,70.32499694824219,67.73500061035156,68.5
12,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,196.5,97,98,99,97,267.9700012207031,268.760009765625,262.42010498046875,267.6000061035156
13,ALB,Materials,Specialty Chemicals,S&P 500,193.7,97,97,98,88,207.55999755859375,208.0,195.3300018310547,197.75
14,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,172.08,97,96,86,47,331.0299987792969,338.0,331.0299987792969,334.3399963378906
15,MRVL,Technology,Semiconductors,Nasdaq 100,170.53,97,76,49,48,134.875,139.89999389648438,133.16000366210938,139.69000244140625
