,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,True,15,52,17,13,0,10,692.8974431602593,0.0,683.0556806032724
1,QQQ,True,15,41,5,13,0,0,631.9439013524442,0.0,614.2135705456333
2,^VIX,False,12,55,35,0,16,0,0.0,19.821370885478547,0.0
3,ADBE,True,7,23,8,4,0,4,237.59282019688516,0.0,263.1007153884859
4,AMD,True,22,34,13,14,0,8,267.22805216529855,0.0,232.7463060828202
5,ABNB,True,9,21,12,7,0,7,134.79925685147026,0.0,126.83550798060497
6,ALNY,False,6,16,50,0,6,0,0.0,314.33037971289855,0.0
7,GOOGL,True,17,37,23,15,0,13,324.6412924054534,0.0,324.5607876356502
8,GOOG,True,17,37,21,15,0,12,323.66703891775967,0.0,325.1540712026653
9,AMZN,True,15,10,12,13,0,3,242.25603426060414,0.0,205.56130207329682
10,AEP,True,13,13,44,3,0,32,131.3332350755126,0.0,130.08113245694474
11,AMGN,True,12,24,39,3,0,19,341.16308418071935,0.0,370.4371989400865
12,ADI,True,15,23,38,13,0,33,362.2665490877089,0.0,339.0428608733052
13,AAPL,True,15,35,8,10,0,5,259.3901441330938,0.0,263.1634464976927
14,AMAT,True,13,8,2,10,0,0,376.26666777385566,0.0,335.58717663609747
15,APP,True,9,18,10,6,0,4,421.668863544313,0.0,442.6527514511203
16,ARM,True,28,8,18,15,0,12,167.87771385525124,0.0,120.76192594304771
17,ASML,True,13,26,39,4,0,26,1362.1621430142263,0.0,1434.0678907159568
18,ADSK,True,3,20,17,0,0,8,225.28500878034933,0.0,243.50555429039974
19,ADP,False,31,5,26,0,2,0,0.0,209.23303588379795,0.0
20,AXON,False,23,19,19,0,9,0,0.0,474.92992799581583,0.0
21,BKR,True,26,11,40,8,0,33,59.13843743282219,0.0,62.070108293969824
22,BKNG,False,2,13,5,0,10,0,0.0,177.47166777333587,0.0
23,AVGO,True,14,11,9,12,0,2,388.11286731330574,0.0,314.15144744968484
