Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,MU,Information Technology,Semiconductors,S&P 500,505.85,99,99,99,98,1009.5700073242188,1046.969970703125,1009.5,1035.5
2,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,430.92,99,99,99,99,536.0,564.1400146484375,534.2650146484375,546.2000122070312
3,LITE,Information Technology,Communications Equipment,S&P 500,423.37,99,99,99,99,825.625,931.8499755859375,806.6199951171875,905.0
4,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,376.06,99,99,98,99,885.0,940.7899780273438,882.9199829101562,921.260009765625
5,CIEN,Information Technology,Communications Equipment,S&P 500,331.95,99,99,99,99,559.52001953125,579.969970703125,552.5900268554688,569.6099853515625
6,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,309.37,99,95,80,81,426.1499938964844,469.4700012207031,426.55999755859375,465.9599914550781
7,INTC,Information Technology,Semiconductors,S&P 500,305.67,98,99,96,97,109.44499969482422,113.30000305175781,106.33000183105469,109.33000183105469
8,ARM,Technology,Semiconductors,Nasdaq 100,273.5,98,95,16,50,389.95001220703125,421.6899108886719,381.25,408.8500061035156
9,AMD,Information Technology,Semiconductors,S&P 500,264.24,98,97,87,96,500.3550109863281,517.5,486.79998779296875,510.1300048828125
10,MRVL,Technology,Semiconductors,Nasdaq 100,261.55,98,97,20,88,198.91000366210938,225.13999938964844,195.1199951171875,219.42999267578125
11,COHR,Information Technology,Electronic Components,S&P 500,232.94,98,98,99,98,350.92999267578125,366.0,346.6300048828125,362.8999938964844
12,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,225.47,97,98,99,99,128.30999755859375,129.8800048828125,123.56999969482422,127.41999816894531
13,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,210.75,97,98,98,97,366.510009765625,376.70001220703125,360.1400146484375,369.4700012207031
14,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,207.14,97,97,98,97,309.4825134277344,320.8299865722656,307.0350036621094,317.1199951171875
15,ON,Information Technology,Semiconductors,S&P 500,197.53,97,96,72,58,119.12000274658203,121.02999877929688,115.80999755859375,120.91999816894531
16,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,196.16,97,88,44,76,44.18000030517578,47.970001220703125,43.400001525878906,47.0
17,DDOG,Information Technology,Application Software,S&P 500,189.79,96,54,17,73,251.77499389648438,278.7049865722656,249.44000244140625,277.489990234375
18,GLW,Information Technology,Electronic Components,S&P 500,184.25,96,97,98,94,176.11000061035156,178.83999633789062,172.42999267578125,176.6999969482422
19,FIX,Industrials,Construction & Engineering,S&P 500,183.17,96,98,98,98,1765.75,1826.989990234375,1750.0,1787.8800048828125
20,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,175.33,96,95,97,95,442.0299987792969,463.8799133300781,438.2200012207031,458.1700134277344
21,VRT,Industrials,Electrical Components & Equipment,S&P 500,170.96,96,98,97,96,317.989990234375,328.57989501953125,313.1300964355469,323.3900146484375
22,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,156.92,95,94,95,94,1898.550048828125,1948.050048828125,1886.0,1940.0400390625
23,CRWD,Information Technology,Systems Software,S&P 500,154.76,95,37,23,87,734.9849853515625,785.6599731445312,734.0,782.1699829101562
24,FTNT,Information Technology,Systems Software,S&P 500,149.93,95,31,24,31,141.0,147.49000549316406,140.25,147.13999938964844
25,MPWR,Information Technology,Semiconductors,S&P 500,149.8,95,95,90,91,1536.0799560546875,1569.989990234375,1508.239990234375,1542.3900146484375
26,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,149.77,95,64,24,53,171.2949981689453,179.94000244140625,170.79010009765625,179.6999969482422
27,AKAM,Information Technology,Internet Services & Infrastructure,S&P 500,149.18,94,79,78,41,149.6699981689453,156.30999755859375,149.6699981689453,154.00999450683594
28,PANW,Information Technology,Systems Software,S&P 500,146.73,94,34,11,46,286.45001220703125,302.95001220703125,283.79998779296875,300.4800109863281
29,ALB,Materials,Specialty Chemicals,S&P 500,146.69,94,97,97,96,176.3800048828125,176.3800048828125,170.00999450683594,171.1300048828125
30,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,145.61,94,96,95,95,860.1599731445312,873.77001953125,853.3699951171875,865.3599853515625
31,NUE,Materials,Steel,S&P 500,145.14,94,91,76,76,247.5800018310547,252.21749877929688,245.99000549316406,251.49000549316406
32,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,144.62,94,94,89,87,355.0,364.6300048828125,353.7478942871094,359.9700012207031
33,CSCO,Information Technology,Communications Equipment,S&P 500,144.49,93,84,67,79,119.88999938964844,121.94999694824219,118.30000305175781,121.33000183105469
34,STLD,Materials,Steel,S&P 500,143.79,93,92,87,85,255.9138946533203,262.239990234375,255.1999969482422,261.5899963378906
35,ASML,Technology,Industrial Machinery,Nasdaq 100,143.36,93,91,95,93,1594.530029296875,1646.530029296875,1585.6099853515625,1628.5699462890625
36,WBD,Communication Services,Broadcasting,S&P 500,139.42,93,94,97,99,26.950000762939453,27.31999969482422,26.950000762939453,27.25
37,JBHT,Industrials,Cargo Ground Transportation,S&P 500,137.16,93,91,92,82,273.1199951171875,279.9200134277344,269.0400085449219,279.4599914550781
38,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,136.46,92,96,95,85,332.7300109863281,334.94000244140625,326.1099853515625,330.0
39,APA,Energy,Oil & Gas Exploration & Production,S&P 500,135.36,92,96,94,89,37.43000030517578,38.42499923706055,37.36000061035156,37.75
40,GNRC,Industrials,Electrical Components & Equipment,S&P 500,134.73,92,94,93,47,272.17999267578125,276.6700134277344,265.2113952636719,269.260009765625
41,TXN,Information Technology,Semiconductors,S&P 500,133.51,92,92,47,33,297.3819885253906,302.0,289.9700012207031,293.20001220703125
42,QCOM,Information Technology,Semiconductors,S&P 500,133.19,92,71,11,66,233.3300018310547,238.02000427246094,226.81179809570312,228.99000549316406
43,PWR,Industrials,Construction & Engineering,S&P 500,132.5,91,95,94,92,702.0,709.0,683.3099975585938,687.47998046875
44,Q,Information Technology,Semiconductor Materials & Equipment,S&P 500,131.64,91,90,85,11,152.10000610351562,154.5,148.92010498046875,151.9199981689453
45,FSLR,Information Technology,Semiconductors,S&P 500,130.94,91,59,39,94,301.75,306.7799987792969,292.340087890625,303.0
46,CNC,Health Care,Managed Health Care,S&P 500,130.81,91,87,44,16,59.900001525878906,62.095001220703125,59.470001220703125,62.0
47,GOOGL,Communication Services,Interactive Media & Services,S&P 500,130.63,91,93,88,95,376.6000061035156,378.54998779296875,373.5199890136719,376.3699951171875
48,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,129.93,90,94,92,79,39.34199905395508,39.939998626708984,38.95000076293945,39.349998474121094
49,AVGO,Information Technology,Semiconductors,S&P 500,129.35,90,89,70,96,450.18499755859375,465.989990234375,442.239990234375,459.9700012207031
50,GOOG,Communication Services,Interactive Media & Services,S&P 500,129.0,90,93,87,95,372.281005859375,374.6000061035156,369.7099914550781,372.5799865722656
51,NXPI,Information Technology,Semiconductors,S&P 500,128.87,90,88,26,52,315.0,318.4224853515625,305.6300048828125,311.3800048828125
52,HUM,Health Care,Managed Health Care,S&P 500,128.53,90,46,2,37,318.54998779296875,333.30999755859375,318.0,328.30999755859375
53,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,127.96,89,94,94,84,248.5,255.97000122070312,248.10000610351562,252.52000427246094
54,ADI,Information Technology,Semiconductors,S&P 500,127.28,89,93,88,79,404.25,409.9898986816406,399.9100036621094,402.69000244140625
55,GEV,Industrials,Heavy Electrical Equipment,S&P 500,126.94,89,96,96,94,959.969970703125,970.6400146484375,939.0,950.5399780273438
56,MCHP,Information Technology,Semiconductors,S&P 500,126.01,89,91,51,60,92.88300323486328,94.19999694824219,90.2300033569336,91.5199966430664
57,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,124.52,89,93,91,92,638.77001953125,645.010009765625,628.6199951171875,643.5
58,MRNA,Health Care,Biotechnology,S&P 500,124.44,88,88,97,25,47.06999969482422,47.06999969482422,44.20000076293945,46.060001373291016
59,ANET,Information Technology,Communications Equipment,S&P 500,124.41,88,87,81,78,162.13999938964844,172.3300018310547,161.27999877929688,170.67999267578125
60,ORCL,Information Technology,Application Software,S&P 500,123.26,88,27,8,69,230.5,250.25,224.60000610351562,248.14999389648438
