,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,13,43,52,0,37,0,0.0,744.5563072556718,0.0
1,QQQ,False,13,43,41,0,38,0,0.0,725.9157455381486,0.0
2,^VIX,True,13,41,55,3,0,16,12.873602233578977,0.0,19.821370885478547
3,ADBE,False,11,7,2,0,3,0,0.0,242.24834399975612,0.0
4,AMD,True,7,6,50,4,0,34,472.5775509197574,0.0,478.73187547186575
5,ABNB,True,7,23,20,5,0,10,133.37980397907324,0.0,136.79501826281208
6,ALNY,False,16,3,28,0,1,0,0.0,287.442385885579,0.0
7,GOOGL,False,17,41,37,0,30,0,0.0,376.63817750419804,0.0
8,GOOG,False,17,41,37,0,30,0,0.0,373.71396037057895,0.0
9,AMZN,False,17,39,10,0,23,0,0.0,259.6959489166257,0.0
10,AEP,True,2,32,20,0,0,7,128.24243235374854,0.0,131.9966337635483
11,AMGN,True,14,27,12,5,0,3,333.0714918679474,0.0,338.606114083542
12,ADI,True,4,6,6,1,0,2,403.6375819048608,0.0,394.944923860147
13,AAPL,False,12,44,35,0,33,0,0.0,303.0798849259787,0.0
14,AMAT,True,54,8,2,31,0,0,547.4151355156089,0.0,335.17050475799505
15,APP,False,11,39,18,0,15,0,0.0,524.7070801999757,0.0
16,ARM,False,1,6,3,0,4,0,0.0,362.1211536656628,0.0
17,ASML,True,54,26,39,25,0,26,1736.2841618273103,0.0,1430.9424345771445
18,ADSK,False,15,29,20,0,5,0,0.0,229.818444660484,0.0
19,ADP,False,3,36,33,0,18,0,0.0,217.56865304578196,0.0
20,AXON,False,5,28,31,0,8,0,0.0,430.7705730374882,0.0
21,BKR,False,33,34,11,0,16,0,0.0,64.20598327296328,0.0
22,BKNG,True,20,23,13,8,0,10,162.02918379235786,0.0,177.02664061896425
23,AVGO,False,14,41,11,0,21,0,0.0,422.64801014718586,0.0
24,CDNS,True,50,51,13,26,0,4,366.69440194594335,0.0,304.69835561029595
25,CHTR,False,4,4,34,0,2,0,0.0,131.67154746223994,0.0
26,CTAS,False,5,21,46,0,8,0,0.0,172.4748795854573,0.0
27,CSCO,False,5,49,6,0,31,0,0.0,118.6321112519292,0.0
28,CCEP,True,13,5,5,7,0,3,95.46598760419187,0.0,90.96045425024326
29,CTSH,False,5,21,72,0,10,0,0.0,50.72249836928388,0.0
30,CMCSA,False,42,6,24,0,4,0,0.0,28.251485584384664,0.0
31,CEG,True,4,9,8,2,0,1,257.4528915665938,0.0,262.3291876349999
32,CPRT,False,16,7,76,0,2,0,0.0,31.75707690261063,0.0
33,COST,False,22,8,21,0,6,0,0.0,1034.2824645785288,0.0
34,CRWD,False,13,32,7,0,30,0,0.0,678.6519325735713,0.0
35,CSX,False,5,54,18,0,32,0,0.0,45.72858403603767,0.0
36,DDOG,True,49,12,15,28,0,10,219.84298277926678,0.0,120.76558967362132
37,DXCM,False,3,23,48,0,14,0,0.0,70.71649378751238,0.0
38,FANG,False,6,9,3,0,1,0,0.0,189.58883608174744,0.0
39,DASH,True,7,28,19,5,0,8,156.62465597903926,0.0,167.0740559820953
40,EA,True,23,30,10,14,0,8,201.95964943260913,0.0,202.11605581898147
41,EXC,True,22,45,24,7,0,19,45.169959923249046,0.0,47.76977952093717
42,FAST,False,5,15,30,0,10,0,0.0,44.973894907267926,0.0
43,FER,True,7,4,10,5,0,2,67.10828083077342,0.0,65.84334794713095
44,FTNT,True,45,7,3,31,0,1,137.33816718165318,0.0,78.87642002908586
45,GEHC,True,1,4,19,0,0,7,60.213388114954725,0.0,62.24607645996016
46,GILD,False,16,18,12,0,2,0,0.0,129.20241012512395,0.0
47,HON,True,6,9,8,3,0,6,214.2408260445203,0.0,223.9354282069993
48,IDXX,False,2,9,28,0,0,0,0.0,541.561375056282,0.0
49,INSM,False,49,11,17,0,5,0,0.0,147.25243848258003,0.0
50,INTC,True,8,5,45,6,0,33,116.44153248579637,0.0,106.78231596066945
51,INTU,False,23,23,17,0,5,0,0.0,374.65614468090325,0.0
52,ISRG,False,31,13,67,0,3,0,0.0,443.2711063557481,0.0
53,KDP,True,53,24,20,33,0,14,30.75267125997904,0.0,28.472405647739624
54,KLAC,True,54,6,4,25,0,1,226.94538215791368,0.0,140.93238920696749
55,KHC,False,4,6,5,0,3,0,0.0,23.00565861580241,0.0
56,LRCX,True,9,4,41,6,0,22,348.24220164487093,0.0,302.977594062048
57,LIN,True,11,7,4,4,0,1,502.56893882865756,0.0,498.72852572826804
58,LITE,True,16,2,49,1,0,18,797.7333991039769,0.0,857.4752545009233
59,MAR,False,3,21,12,0,14,0,0.0,383.83523645847,0.0
60,MRVL,True,58,2,34,37,0,8,242.80611984235244,0.0,87.48222679847325
61,MELI,False,39,16,43,0,11,0,0.0,1773.0662788903662,0.0
62,META,False,16,4,18,0,2,0,0.0,598.1421391148419,0.0
63,MCHP,True,7,6,43,4,0,24,90.64172044112206,0.0,90.17407634958381
64,MU,True,4,9,41,1,0,32,978.5150069921712,0.0,869.8285954606717
65,MSFT,False,13,38,17,0,13,0,0.0,417.3848889352692,0.0
66,MSTR,False,26,24,11,0,15,0,0.0,170.3036627972079,0.0
67,MDLZ,False,5,35,9,0,20,0,0.0,61.15311904610884,0.0
68,MPWR,False,13,8,5,0,4,0,0.0,1487.8257617069846,0.0
69,MNST,True,32,4,17,24,0,12,91.1710959879069,0.0,75.32827734893992
70,NFLX,False,47,36,85,0,18,0,0.0,99.22481273383227,0.0
71,NVDA,False,20,12,3,0,5,0,0.0,212.7253373468248,0.0
72,NXPI,False,13,41,25,0,32,0,0.0,308.3470280577892,0.0
73,ORLY,False,18,20,2,0,2,0,0.0,88.79808030438588,0.0
74,ODFL,False,5,16,18,0,10,0,0.0,231.16450750626572,0.0
75,PCAR,True,15,25,17,7,0,12,113.98603696886335,0.0,120.86107411530463
76,PLTR,False,11,8,10,0,3,0,0.0,135.42132105676228,0.0
77,PANW,True,55,9,13,34,0,10,268.62120841945114,0.0,161.46326196267214
78,PAYX,False,3,43,26,0,21,0,0.0,96.04010219033486,0.0
79,PYPL,True,6,29,16,0,0,7,40.28059270447143,0.0,48.04389701934069
80,PDD,False,43,11,13,0,3,0,0.0,97.8827917689096,0.0
81,PEP,False,3,4,24,0,1,0,0.0,140.76686942713692,0.0
82,QCOM,False,11,40,61,0,23,0,0.0,211.70751755648502,0.0
83,REGN,False,40,19,13,0,1,0,0.0,738.3337420449905,0.0
84,ROP,True,17,17,14,11,0,4,320.3828009011296,0.0,350.95342698682566
85,ROST,True,22,9,63,12,0,36,226.91733388920616,0.0,221.4738604420453
86,SNDK,True,8,5,43,5,0,34,1848.4921322749296,0.0,1542.3901848436853
87,STX,True,7,3,46,4,0,33,953.3616224692281,0.0,840.0185657045869
88,SHOP,True,19,19,11,4,0,5,107.67130124821149,0.0,121.23731284856734
89,SBUX,True,9,13,33,3,0,22,97.31998018340985,0.0,103.22506305384543
90,SNPS,False,19,31,51,0,18,0,0.0,492.19886034991526,0.0
91,TMUS,False,68,32,108,0,14,0,0.0,212.05864048831046,0.0
92,TTWO,True,6,15,29,4,0,16,220.16115104000627,0.0,221.14797577081268
93,TSLA,False,25,24,72,0,13,0,0.0,404.37662827219674,0.0
94,TXN,True,4,13,39,1,0,33,293.28287336725987,0.0,296.6753182998606
95,TRI,False,4,13,13,0,1,0,0.0,79.16359667821268,0.0
96,VRSK,False,3,15,16,0,10,0,0.0,173.3549722255285,0.0
97,VRTX,True,30,38,37,11,0,5,446.5245538944377,0.0,455.73342104521845
98,WMT,False,23,34,30,0,14,0,0.0,127.77611175653446,0.0
99,WBD,False,13,11,51,0,0,0,0.0,26.80568310732316,0.0
100,WDC,True,7,6,42,4,0,31,614.4052771761039,0.0,507.0893825661162
101,WDAY,False,9,24,10,0,7,0,0.0,132.08174065276887,0.0
102,XEL,True,1,16,21,0,0,6,77.39602990566212,0.0,77.6612437181454
103,ZS,False,20,24,108,0,15,0,0.0,155.905327239086,0.0
104,MMM,True,26,18,9,17,0,7,153.38864358211828,0.0,145.61883371381788
105,AOS,False,2,9,38,0,5,0,0.0,57.62250809606991,0.0
106,ABT,True,26,51,8,7,0,4,86.78190753964888,0.0,111.84556007753571
107,ABBV,True,3,1,34,1,0,21,216.6348897744942,0.0,218.04793813248972
108,ACN,False,9,15,77,0,7,0,0.0,169.94632068608774,0.0
109,AES,True,57,23,23,36,0,18,14.581579171436488,0.0,15.487725298496532
110,AFL,True,13,6,7,6,0,4,114.12265466126507,0.0,114.81500330392207
111,A,True,19,24,14,8,0,11,124.78414139060483,0.0,116.36906730366152
112,APD,False,26,46,7,0,20,0,0.0,293.5752505411179,0.0
113,AKAM,False,12,24,16,0,12,0,0.0,143.8633410027432,0.0
114,ALB,False,2,6,19,0,3,0,0.0,152.04374182738152,0.0
115,ARE,True,29,11,9,12,0,5,47.9725350444419,0.0,44.8753923507724
116,ALGN,True,19,19,12,10,0,7,166.8535694294997,0.0,176.8724740764212
117,ALLE,False,2,7,31,0,3,0,0.0,129.7091621958288,0.0
118,LNT,True,8,10,20,6,0,6,72.6223013246639,0.0,72.08610690162205
119,ALL,True,13,8,33,10,0,13,217.18780195694143,0.0,213.04786887859223
120,MO,True,10,8,25,1,0,12,68.27383551376589,0.0,70.1584197284874
121,AMCR,True,9,18,7,6,0,3,39.25542209921385,0.0,36.25216096468135
122,AEE,True,7,27,4,5,0,2,108.41866451414012,0.0,109.23952522331805
123,AXP,True,11,31,14,8,0,11,324.2461817339291,0.0,315.252951544919
124,AIG,True,3,17,17,1,0,5,72.73800255073552,0.0,75.18142545928337
