,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,True,12,52,17,10,0,10,686.7594110629045,0.0,683.0556806032724
1,QQQ,True,12,41,5,10,0,0,620.666300525291,0.0,614.2135705456333
2,^VIX,False,9,55,35,0,16,0,0.0,19.821370885478547,0.0
3,ADBE,True,4,23,8,2,0,4,235.19253878960794,0.0,263.1007153884859
4,AMD,True,19,34,13,11,0,8,252.63205249450667,0.0,232.7463060828202
5,ABNB,True,6,21,12,4,0,7,133.16592843002525,0.0,126.83550798060497
6,ALNY,False,3,16,50,0,6,0,0.0,314.33037971289855,0.0
7,GOOGL,True,14,37,23,12,0,13,320.60889211734457,0.0,324.5607876356506
8,GOOG,True,14,37,21,12,0,12,319.525343334648,0.0,325.1540712027317
9,AMZN,True,12,10,12,10,0,3,235.41233716943194,0.0,205.56130207329682
10,AEP,True,10,13,44,3,0,32,131.3332350755126,0.0,130.08113245694474
11,AMGN,True,9,24,39,3,0,19,341.16308418071947,0.0,370.43719894008655
12,ADI,True,12,23,38,10,0,33,346.4648539418521,0.0,339.0428608733054
13,AAPL,True,12,35,8,7,0,5,256.12585661533046,0.0,263.1634464977557
14,AMAT,True,10,8,2,7,0,0,365.11631579789344,0.0,335.5871766361038
15,APP,True,6,18,10,4,0,4,418.71564850347835,0.0,442.6527514511203
16,ARM,True,25,8,18,12,0,12,156.6116728822827,0.0,120.76192594304771
17,ASML,True,10,26,39,4,0,26,1362.1621430142259,0.0,1434.0678907159147
18,ADSK,False,20,17,38,0,8,0,0.0,243.50555429039974,0.0
19,ADP,False,28,5,26,0,2,0,0.0,209.23303588379792,0.0
20,AXON,False,20,19,19,0,9,0,0.0,474.92992799581583,0.0
21,BKR,True,23,11,40,8,0,33,58.686474724123705,0.0,62.070108293971025
22,BKNG,True,12,5,16,9,0,6,177.47149077189138,0.0,165.20047092958697
23,AVGO,True,11,11,9,9,0,2,372.40363802056845,0.0,314.15144744968484
24,CDNS,True,6,51,13,4,0,4,291.7749857559004,0.0,304.69835561029595
25,CHTR,True,4,26,26,2,0,12,224.14989343963467,0.0,222.24213821111496
26,CTAS,False,28,23,7,0,8,0,0.0,193.8810884376508,0.0
27,CSCO,True,10,6,3,5,0,1,82.85642348387394,0.0,77.09814099190991
28,CCEP,True,10,23,31,6,0,28,93.4633427668905,0.0,104.41063370810625
29,CTSH,False,54,65,78,0,43,0,0.0,81.49819213997137,0.0
30,CMCSA,True,4,24,59,2,0,28,28.21206048300216,0.0,30.128195786800287
31,CEG,False,29,17,26,0,14,0,0.0,300.87172712740704,0.0
32,CPRT,False,55,12,52,0,7,0,0.0,39.71550648879249,0.0
33,CSGP,True,4,170,47,2,0,33,37.2365259395914,0.0,91.26566967368528
34,COST,False,7,6,10,0,3,0,0.0,989.1095412194752,0.0
35,CRWD,True,1,7,3,0,0,1,392.29719804217336,0.0,381.30365629105154
36,CSX,True,15,18,30,13,0,25,42.136310293455296,0.0,41.26373954742747
37,DDOG,True,5,12,15,3,0,10,116.20502521102374,0.0,120.76558967362132
38,DXCM,False,30,14,5,0,8,0,0.0,68.01265446857111,0.0
39,FANG,False,10,49,27,0,30,0,0.0,190.13170216630778,0.0
40,DASH,True,10,60,26,6,0,15,166.49017970141082,0.0,218.95356899226596
41,EA,False,9,10,36,0,8,0,0.0,202.3071705011407,0.0
42,EXC,False,23,24,6,0,19,0,0.0,48.219023084287215,0.0
43,FAST,False,6,9,8,0,5,0,0.0,45.6476574296328,0.0
44,FER,True,14,21,39,11,0,24,67.70156071857396,0.0,71.073027141
45,FTNT,True,1,7,3,0,0,1,78.01137372015988,0.0,78.87642002908586
46,GEHC,True,10,25,18,8,0,9,70.47612598499329,0.0,79.4968448779446
47,GILD,False,2,8,28,0,2,0,0.0,136.63882217954927,0.0
48,HON,False,1,8,23,0,3,0,0.0,224.29241551717777,0.0
49,IDXX,True,10,22,6,1,0,1,553.6931629649093,0.0,613.261571644565
50,INSM,False,5,11,17,0,5,0,0.0,147.25243848258003,0.0
51,INTC,True,14,2,13,12,0,3,60.90391403647553,0.0,42.95892508476096
52,INTU,True,2,17,18,0,0,10,366.9242462168124,0.0,427.1421151523188
53,ISRG,False,67,16,5,0,5,0,0.0,557.8352160831571,0.0
54,KDP,True,9,24,20,3,0,14,25.501399127301017,0.0,28.472405647739624
55,KLAC,True,10,6,4,6,0,1,1642.3414331946037,0.0,1411.122664019218
56,KHC,False,6,7,16,0,5,0,0.0,22.343144828709573,0.0
57,LRCX,True,10,8,5,8,0,3,241.79402306842383,0.0,212.66883729296933
58,LIN,True,26,6,14,8,0,10,486.76521918526123,0.0,487.3352892999617
59,MAR,True,12,20,55,9,0,24,351.82996929068463,0.0,327.92810366798466
60,MRVL,True,14,2,34,12,0,8,133.0977735489272,0.0,87.48222679847325
61,MELI,True,11,43,20,9,0,8,1771.0846856317594,0.0,2110.4770184249755
62,META,True,10,17,35,8,0,6,623.0699196125059,0.0,635.6682169728838
