Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,CIEN,Information Technology,Communications Equipment,S&P 500,407.2,99,99,99,99,498.1099853515625,508.6400146484375,475.2200012207031,496.0199890136719
2,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,393.93,99,99,99,99,344.0,349.7499084472656,330.0010070800781,343.42999267578125
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,298.13,99,99,99,98,505.4700012207031,509.4999084472656,494.6000061035156,503.1300048828125
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,269.57,99,99,98,92,370.6499938964844,373.0,365.5000915527344,367.989990234375
5,COHR,Information Technology,Electronic Components,S&P 500,265.16,99,98,98,89,295.95001220703125,310.9840087890625,275.69000244140625,307.5
6,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,252.71,99,99,99,99,120.08999633789062,132.42999267578125,117.76000213623047,128.58999633789062
7,MU,Information Technology,Semiconductors,S&P 500,251.71,98,99,99,98,420.2850036621094,423.8599853515625,410.05999755859375,420.5899963378906
8,GLW,Information Technology,Electronic Components,S&P 500,250.67,98,98,94,97,172.61000061035156,176.67999267578125,167.97000122070312,171.24000549316406
9,FIX,Industrials,Construction & Engineering,S&P 500,234.39,98,98,98,97,1592.449951171875,1614.0,1567.0,1592.8399658203125
10,VRT,Industrials,Electrical Components & Equipment,S&P 500,221.47,98,98,90,96,289.75,297.5199890136719,289.29998779296875,295.1099853515625
11,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,199.37,98,97,98,97,263.18499755859375,268.2300109863281,259.33099365234375,263.6600036621094
12,INTC,Information Technology,Semiconductors,S&P 500,186.56,97,96,97,96,61.47999954223633,63.38999938964844,60.75,62.380001068115234
13,GEV,Industrials,Heavy Electrical Equipment,S&P 500,180.72,97,96,89,95,973.1099853515625,999.4299926757812,970.0100708007812,991.3200073242188
14,ALB,Materials,Specialty Chemicals,S&P 500,175.56,97,98,98,85,173.5,178.7899932861328,172.57000732421875,173.63999938964844
15,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,173.97,97,95,84,47,323.9100036621094,325.54998779296875,320.0,324.17999267578125
16,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,172.47,97,97,95,87,402.5,407.2900085449219,398.9800109863281,399.489990234375
17,APA,Energy,Oil & Gas Exploration & Production,S&P 500,172.15,96,94,82,75,38.619998931884766,39.130001068115234,38.28099822998047,38.630001068115234
18,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,164.69,96,95,93,94,790.6699829101562,797.8499755859375,786.239990234375,790.6599731445312
19,WBD,Communication Services,Broadcasting,S&P 500,164.17,96,97,99,98,27.530000686645508,27.56999969482422,27.420000076293945,27.440000534057617
20,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,159.7,96,94,96,92,1747.6199951171875,1759.9599609375,1732.1800537109375,1737.280029296875
21,MPWR,Information Technology,Semiconductors,S&P 500,159.28,96,87,88,95,1339.010009765625,1370.0,1339.010009765625,1353.8499755859375
22,MRVL,Technology,Semiconductors,Nasdaq 100,157.35,95,70,50,79,123.66000366210938,129.83999633789062,123.5999984741211,128.49000549316406
23,MRNA,Health Care,Biotechnology,S&P 500,154.66,95,97,87,5,51.66999816894531,52.88999938964844,50.02000045776367,50.959999084472656
24,NEM,Materials,Gold,S&P 500,153.54,95,97,97,98,119.5199966430664,121.91999816894531,119.5199966430664,120.9000015258789
25,ASML,Technology,Industrial Machinery,Nasdaq 100,147.38,95,94,93,93,1483.0999755859375,1502.5,1473.7149658203125,1478.280029296875
26,PWR,Industrials,Construction & Engineering,S&P 500,146.87,95,94,77,88,581.5,590.5,576.4949951171875,585.3599853515625
27,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,146.26,94,95,83,78,233.8300018310547,239.07000732421875,230.1999969482422,238.82000732421875
28,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,144.01,94,84,36,89,183.22500610351562,183.8800048828125,177.0399932861328,177.8000030517578
29,AMD,Information Technology,Semiconductors,S&P 500,143.79,94,87,93,97,238.9600067138672,249.5800018310547,238.9600067138672,245.0399932861328
30,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,143.5,94,89,94,87,616.2999877929688,620.7799072265625,612.6900024414062,616.1400146484375
31,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,143.4,94,88,86,86,296.8999938964844,303.739990234375,294.6099853515625,299.5
32,DOW,Materials,Commodity Chemicals,S&P 500,142.18,93,92,36,1,38.5,39.119998931884766,38.244998931884766,39.0099983215332
33,FCX,Materials,Copper,S&P 500,140.51,93,92,93,41,67.23999786376953,68.38999938964844,67.0999984741211,67.80000305175781
34,BG,Consumer Staples,Agricultural Products & Services,S&P 500,138.9,93,95,82,81,123.33000183105469,124.55999755859375,122.38999938964844,123.91999816894531
35,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,138.47,93,94,93,96,152.72999572753906,153.4149932861328,147.97999572753906,150.3000030517578
36,FDX,Industrials,Air Freight & Logistics,S&P 500,138.04,93,93,84,40,377.55999755859375,378.7799072265625,373.0400085449219,374.0799865722656
37,CF,Materials,Fertilizers & Agricultural Chemicals,S&P 500,137.91,93,96,23,28,118.80000305175781,121.70999908447266,117.81999969482422,121.31999969482422
38,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,137.8,92,93,91,20,37.630001068115234,38.08000183105469,37.20899963378906,37.59000015258789
39,LYB,Materials,Specialty Chemicals,S&P 500,135.72,92,93,12,1,73.30999755859375,74.52999877929688,72.27999877929688,73.72000122070312
40,EME,Industrials,Construction & Engineering,S&P 500,134.46,92,90,80,93,799.0,809.9299926757812,790.0800170898438,802.4299926757812
41,TRGP,Energy,Oil & Gas Storage & Transportation,S&P 500,134.24,92,90,56,8,242.77999877929688,244.56500244140625,238.38999938964844,243.08999633789062
42,ROST,Consumer Discretionary,Apparel Retail,S&P 500,133.6,92,91,83,61,224.39999389648438,224.83999633789062,219.69000244140625,221.16000366210938
43,DVN,Energy,Oil & Gas Exploration & Production,S&P 500,133.23,91,86,64,25,47.630001068115234,48.07500076293945,46.97999954223633,47.790000915527344
44,GNRC,Industrials,Electrical Components & Equipment,S&P 500,133.07,91,88,38,88,208.97999572753906,210.33990478515625,206.89999389648438,207.02999877929688
45,JCI,Industrials,Building Products,S&P 500,132.7,91,85,69,83,142.57000732421875,143.0500030517578,141.52000427246094,142.52999877929688
46,ADI,Information Technology,Semiconductors,S&P 500,132.57,91,84,87,64,352.989990234375,354.2900085449219,349.010009765625,350.1400146484375
47,BKR,Energy,Oil & Gas Equipment & Services,S&P 500,132.51,91,85,67,65,62.77199935913086,63.46500015258789,62.349998474121094,62.83000183105469
48,HWM,Industrials,Aerospace & Defense,S&P 500,132.05,90,93,90,92,253.36000061035156,254.49000549316406,249.2899932861328,252.6699981689453
49,GOOGL,Communication Services,Interactive Media & Services,S&P 500,131.59,90,89,96,93,320.25,321.8299865722656,316.3299865722656,317.239990234375
50,DD,Materials,Specialty Chemicals,S&P 500,131.4,90,88,92,53,47.779998779296875,47.82500076293945,47.08000183105469,47.25
51,HII,Industrials,Aerospace & Defense,S&P 500,131.04,90,96,96,82,401.7200012207031,403.3699951171875,386.4901123046875,394.4100036621094
52,EIX,Utilities,Electric Utilities,S&P 500,130.42,90,88,58,34,75.80999755859375,76.1500015258789,75.51000213623047,75.72000122070312
53,CASY,Consumer Staples,Food Retail,S&P 500,130.27,89,90,76,83,760.0,762.3400268554688,730.2000122070312,738.1699829101562
54,GOOG,Communication Services,Interactive Media & Services,S&P 500,130.08,89,88,96,92,318.1199951171875,319.5,314.5400085449219,315.7200012207031
