Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,465.39,99,99,99,99,686.7750244140625,729.9199829101562,667.3499755859375,681.0800170898438
2,MU,Information Technology,Semiconductors,S&P 500,409.36,99,99,99,99,1099.3800048828125,1110.39990234375,1020.0,1020.760009765625
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,373.11,99,99,99,99,1047.728515625,1097.0,1013.260009765625,1031.3399658203125
4,LITE,Information Technology,Communications Equipment,S&P 500,353.07,99,99,99,99,959.0,961.6799926757812,863.4099731445312,875.3599853515625
5,INTC,Information Technology,Semiconductors,S&P 500,321.19,99,99,95,93,125.1050033569336,128.67999267578125,116.9000015258789,117.05000305175781
6,MRVL,Technology,Semiconductors,Nasdaq 100,305.69,99,97,73,45,299.1300048828125,317.0,278.1300048828125,278.6700134277344
7,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,265.29,98,96,89,57,413.1400146484375,421.82000732421875,402.2699890136719,404.0799865722656
8,ARM,Technology,Semiconductors,Nasdaq 100,254.41,98,93,58,4,399.6199951171875,428.6000061035156,395.8800048828125,396.3399963378906
9,AMD,Information Technology,Semiconductors,S&P 500,254.01,98,98,89,96,546.8900146484375,548.9500122070312,507.25,507.2900085449219
10,COHR,Information Technology,Electronic Components,S&P 500,233.64,98,98,98,98,423.739990234375,424.0,381.85101318359375,382.80999755859375
11,CIEN,Information Technology,Communications Equipment,S&P 500,227.79,98,99,99,99,458.7300109863281,463.1000061035156,426.6182861328125,430.29998779296875
12,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,226.49,97,97,98,97,431.135009765625,436.25,409.2200012207031,409.3500061035156
13,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,217.66,97,97,98,98,385.135009765625,393.0,368.7699890136719,369.3399963378906
14,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,206.71,97,96,97,93,581.9849853515625,600.9099731445312,567.6500244140625,568.22998046875
15,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,195.1,97,93,58,77,49.1349983215332,50.34000015258789,47.97999954223633,48.380001068115234
16,FIX,Industrials,Construction & Engineering,S&P 500,189.4,97,98,98,97,1959.3399658203125,1997.3599853515625,1913.93994140625,1913.93994140625
17,ON,Information Technology,Semiconductors,S&P 500,183.76,96,97,77,54,125.34500122070312,127.83999633789062,118.06999969482422,118.25
18,GLW,Information Technology,Electronic Components,S&P 500,182.38,96,98,97,95,187.38999938964844,187.8800048828125,176.2041015625,177.4199981689453
19,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,176.72,96,94,95,94,254.4250030517578,255.84500122070312,237.1199951171875,237.3300018310547
20,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,172.04,96,98,99,99,118.69000244140625,124.12000274658203,114.18000030517578,120.97000122070312
21,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,157.85,96,95,95,93,942.7999877929688,961.3300170898438,939.1699829101562,945.4600219726562
22,STLD,Materials,Steel,S&P 500,155.13,95,90,73,90,273.8500061035156,278.9729919433594,272.20001220703125,274.2900085449219
23,VRT,Industrials,Electrical Components & Equipment,S&P 500,153.5,95,97,98,91,314.20001220703125,316.3706970214844,299.0899963378906,299.6000061035156
24,NUE,Materials,Steel,S&P 500,152.52,95,91,75,84,261.5899963378906,264.3985900878906,258.9100036621094,259.0799865722656
25,DDOG,Information Technology,Application Software,S&P 500,151.33,95,93,43,56,231.6999969482422,236.52000427246094,225.19000244140625,231.11000061035156
26,ASML,Technology,Industrial Machinery,Nasdaq 100,150.99,95,90,94,85,1870.95703125,1881.1600341796875,1802.6099853515625,1803.8900146484375
27,HUM,Health Care,Managed Health Care,S&P 500,149.97,94,87,2,42,380.4599914550781,380.7699890136719,368.68499755859375,369.489990234375
28,FTNT,Information Technology,Systems Software,S&P 500,148.79,94,91,33,11,148.8800048828125,148.8800048828125,144.33230590820312,147.02000427246094
29,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,145.85,94,92,87,81,387.80999755859375,389.95001220703125,374.6549987792969,375.510009765625
30,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,144.2,94,96,96,77,359.0299987792969,363.9999084472656,350.1099853515625,350.2900085449219
31,MRNA,Health Care,Biotechnology,S&P 500,143.83,93,92,97,73,52.040000915527344,57.790000915527344,51.65999984741211,55.400001525878906
32,CSCO,Information Technology,Communications Equipment,S&P 500,143.83,93,95,73,79,120.47000122070312,120.7699966430664,119.19999694824219,119.56999969482422
33,TXN,Information Technology,Semiconductors,S&P 500,143.24,93,92,56,26,311.29998779296875,319.2149963378906,305.489990234375,305.7099914550781
34,JBHT,Industrials,Cargo Ground Transportation,S&P 500,143.1,93,92,86,91,282.19000244140625,284.1600036621094,276.6499938964844,279.82000732421875
35,MPWR,Information Technology,Semiconductors,S&P 500,142.9,93,93,90,86,1650.0,1656.219970703125,1496.52001953125,1498.77001953125
36,ALB,Materials,Specialty Chemicals,S&P 500,139.94,93,96,97,98,167.66000366210938,170.48989868164062,165.3350067138672,166.11000061035156
37,PWR,Industrials,Construction & Engineering,S&P 500,139.21,93,95,94,80,726.0,737.8175048828125,718.8800048828125,719.2899780273438
38,CNC,Health Care,Managed Health Care,S&P 500,137.6,92,90,12,11,63.22999954223633,63.880001068115234,60.529998779296875,61.38999938964844
39,GNRC,Industrials,Electrical Components & Equipment,S&P 500,136.1,92,88,93,17,269.8500061035156,273.0,265.0,265.6600036621094
40,Q,Information Technology,Semiconductor Materials & Equipment,S&P 500,135.81,92,91,84,9,159.44000244140625,160.5399932861328,152.1699981689453,152.24000549316406
41,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,135.7,92,91,90,92,682.510009765625,707.3300170898438,680.8049926757812,699.969970703125
42,ADI,Information Technology,Semiconductors,S&P 500,133.6,92,93,87,76,426.5899963378906,438.6499938964844,415.760009765625,416.0
43,DVA,Health Care,Health Care Services,S&P 500,132.5,91,89,77,5,211.9499969482422,209.8000030517578,207.25,208.97999572753906
44,PANW,Information Technology,Systems Software,S&P 500,131.67,91,88,15,26,283.20001220703125,283.6300048828125,275.2099914550781,279.8999938964844
45,FDX,Industrials,Air Freight & Logistics,S&P 500,131.19,91,84,93,79,339.0899963378906,342.1400146484375,334.8900146484375,335.739990234375
46,STT,Financials,Asset Management & Custody Banks,S&P 500,131.0,91,85,72,85,169.05999755859375,172.63009643554688,168.6199951171875,171.2899932861328
47,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,130.37,91,73,39,36,163.51800537109375,163.99989318847656,157.39999389648438,161.25999450683594
48,IBKR,Financials,Investment Banking & Brokerage,S&P 500,129.31,90,84,78,81,93.11000061035156,94.04000091552734,92.01000213623047,93.0999984741211
49,CRWD,Information Technology,Systems Software,S&P 500,128.8,90,87,25,64,693.0980224609375,700.8699951171875,665.9600219726562,679.489990234375
50,CASY,Consumer Staples,Food Retail,S&P 500,128.38,90,92,88,76,873.1699829101562,887.3900146484375,863.010009765625,865.280029296875
51,MCHP,Information Technology,Semiconductors,S&P 500,127.19,90,88,52,58,99.5,101.93000030517578,95.58000183105469,95.62999725341797
52,AKAM,Information Technology,Internet Services & Infrastructure,S&P 500,126.89,90,95,88,60,133.83999633789062,137.92999267578125,131.84500122070312,132.30999755859375
53,GEV,Industrials,Heavy Electrical Equipment,S&P 500,126.83,89,94,96,93,991.8499755859375,1009.2100219726562,980.7349853515625,982.3499755859375
54,VTRS,Health Care,Pharmaceuticals,S&P 500,126.58,89,89,87,82,16.25,16.40999984741211,16.010000228881836,16.040000915527344
55,NXPI,Information Technology,Semiconductors,S&P 500,125.79,89,84,24,51,311.8999938964844,319.2900085449219,302.75,302.8900146484375
56,FCX,Materials,Copper,S&P 500,125.63,89,83,80,84,70.58000183105469,71.51000213623047,69.6500015258789,70.1500015258789
57,BEN,Financials,Asset Management & Custody Banks,S&P 500,125.34,89,85,58,69,32.79999923706055,33.279998779296875,32.72999954223633,33.18000030517578
58,GOOGL,Communication Services,Interactive Media & Services,S&P 500,125.17,88,95,91,96,369.67999267578125,375.8500061035156,367.07501220703125,373.25
59,C,Financials,Diversified Banks,S&P 500,125.07,88,81,81,92,143.0399932861328,143.5,141.0449981689453,142.99000549316406
60,MS,Financials,Investment Banking & Brokerage,S&P 500,124.69,88,80,66,88,220.50999450683594,222.3000030517578,218.61500549316406,220.8300018310547
61,QCOM,Information Technology,Semiconductors,S&P 500,124.66,88,85,11,57,225.8300018310547,231.19000244140625,213.8000030517578,214.07000732421875
62,GOOG,Communication Services,Interactive Media & Services,S&P 500,124.3,88,94,89,96,367.375,373.6000061035156,365.32000732421875,371.1000061035156
63,HST,Real Estate,Hotel & Resort REITs,S&P 500,123.78,87,81,73,70,24.829999923706055,24.979999542236328,24.59000015258789,24.899999618530273
64,GS,Financials,Investment Banking & Brokerage,S&P 500,123.31,87,78,71,90,1086.0,1097.199951171875,1085.530029296875,1090.6700439453125
65,ODFL,Industrials,Cargo Ground Transportation,S&P 500,121.95,87,80,81,39,237.61000061035156,238.5800018310547,230.4499969482422,231.6199951171875
66,IVZ,Financials,Asset Management & Custody Banks,S&P 500,121.68,87,82,81,95,29.43000030517578,29.579999923706055,29.09000015258789,29.200000762939453
67,CVS,Health Care,Health Care Services,S&P 500,121.18,87,85,46,83,100.7249984741211,101.0,98.7520980834961,100.72000122070312
68,URI,Industrials,Trading Companies & Distributors,S&P 500,120.43,87,69,35,49,1078.550048828125,1087.219970703125,1065.0699462890625,1069.81005859375
69,ROST,Consumer Discretionary,Apparel Retail,S&P 500,120.23,86,81,93,86,236.9149932861328,238.30999755859375,234.21009826660156,234.49000549316406
70,DAL,Industrials,Passenger Airlines,S&P 500,119.8,86,72,70,88,85.0999984741211,85.69999694824219,82.97000122070312,83.13999938964844
71,CHRW,Industrials,Air Freight & Logistics,S&P 500,119.5,86,78,91,94,188.85000610351562,190.6699981689453,187.30999755859375,189.39999389648438
72,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,118.69,86,93,96,71,243.94000244140625,245.96719360351562,239.9499969482422,244.1300048828125
73,NTRS,Financials,Asset Management & Custody Banks,S&P 500,118.44,86,83,72,78,173.97999572753906,176.11000061035156,172.74000549316406,174.83999633789062
74,TRGP,Energy,Oil & Gas Storage & Transportation,S&P 500,118.12,85,91,89,45,260.1400146484375,263.3399963378906,256.5299987792969,259.67999267578125
75,MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,118.12,85,76,77,75,391.0400085449219,400.364990234375,387.5,399.1000061035156
76,HWM,Industrials,Aerospace & Defense,S&P 500,117.54,85,82,88,90,273.07000732421875,280.7099914550781,272.6300048828125,277.4200134277344
77,BNY,Financials,Asset Management & Custody Banks,S&P 500,117.26,85,83,76,84,143.97000122070312,145.25,142.0500030517578,144.4499969482422
78,SLB,Energy,Oil & Gas Equipment & Services,S&P 500,117.23,85,89,86,55,53.849998474121094,54.3650016784668,52.994998931884766,53.06999969482422
79,FFIV,Information Technology,Communications Equipment,S&P 500,117.02,84,87,50,14,398.5,401.25,386.2799987792969,388.8500061035156
