Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,345.39,99,99,99,97,284.8999938964844,307.5,283.0,284.1000061035156
2,MU,Information Technology,Semiconductors,S&P 500,289.75,99,99,99,76,422.885009765625,438.7699890136719,411.164794921875,413.9700012207031
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,268.17,99,99,99,98,425.9100036621094,459.8399963378906,425.82000732421875,431.1700134277344
4,CIEN,Information Technology,Communications Equipment,S&P 500,241.6,99,99,99,83,300.0,305.0,284.1499938964844,292.9599914550781
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,237.48,99,98,97,65,325.8450012207031,327.9898986816406,307.614990234375,311.0299987792969
6,WBD,Communication Services,Broadcasting,S&P 500,201.6,99,99,99,90,28.1299991607666,28.18000030517578,27.610000610351562,28.110000610351562
7,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,197.84,98,98,98,82,236.05499267578125,238.91000366210938,229.72999572753906,231.2899932861328
8,FIX,Industrials,Construction & Engineering,S&P 500,197.64,98,98,98,98,1346.25,1397.909912109375,1300.010009765625,1300.02001953125
9,GLW,Information Technology,Electronic Components,S&P 500,193.33,98,94,97,95,133.30999755859375,136.8249969482422,131.42999267578125,131.5
10,ALB,Materials,Specialty Chemicals,S&P 500,178.95,98,99,96,55,173.00999450683594,182.8000030517578,157.52000427246094,158.92999267578125
11,NEM,Materials,Gold,S&P 500,173.08,98,98,98,96,122.9000015258789,125.52999877929688,118.04000091552734,118.12000274658203
12,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,164.68,97,94,95,80,776.6900024414062,789.8099975585938,756.010009765625,758.2899780273438
13,INTC,Information Technology,Semiconductors,S&P 500,160.56,97,98,95,47,47.79999923706055,48.95000076293945,46.189998626708984,46.47999954223633
14,HII,Industrials,Aerospace & Defense,S&P 500,158.22,97,97,95,90,400.04998779296875,413.489990234375,395.4599914550781,406.760009765625
15,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,155.17,97,95,93,16,339.7699890136719,341.07000732421875,325.5799865722656,328.3900146484375
16,ASML,Technology,Industrial Machinery,Nasdaq 100,154.47,97,94,94,28,1435.0999755859375,1439.25,1392.199951171875,1406.8699951171875
17,GEV,Industrials,Heavy Electrical Equipment,S&P 500,153.54,96,88,91,99,827.0,845.9998779296875,811.5999755859375,816.5599975585938
18,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,153.16,96,94,90,98,155.75,158.27999877929688,151.75,152.66000366210938
19,LUV,Industrials,Passenger Airlines,S&P 500,151.06,96,85,59,45,52.209999084472656,52.72999954223633,49.79999923706055,50.83000183105469
20,DG,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,147.91,96,96,76,85,148.0,150.67999267578125,145.94000244140625,148.55999755859375
21,VTRS,Health Care,Pharmaceuticals,S&P 500,147.45,96,91,54,50,16.100000381469727,16.299999237060547,15.720000267028809,15.789999961853027
22,FCX,Materials,Copper,S&P 500,143.5,95,93,43,48,65.97000122070312,65.9800033569336,61.25,62.040000915527344
23,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,143.5,95,96,96,78,1478.02001953125,1495.0699462890625,1434.4599609375,1450.8499755859375
24,MRNA,Health Care,Biotechnology,S&P 500,139.36,95,89,8,1,40.00199890136719,40.880001068115234,38.81999969482422,40.11000061035156
25,FDX,Industrials,Air Freight & Logistics,S&P 500,138.52,95,86,67,11,366.1199951171875,380.8599853515625,362.4100036621094,369.4599914550781
26,BG,Consumer Staples,Agricultural Products & Services,S&P 500,137.71,95,82,86,40,122.44000244140625,123.23999786376953,120.23999786376953,121.73999786376953
