,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,37,17,4,0,10,0,0.0,684.9211131465987,0.0
1,QQQ,False,26,5,6,0,0,0,0.0,614.9880419731165,0.0
2,^VIX,True,37,35,82,12,0,14,16.47852691143347,0.0,17.658234485655967
3,ADBE,True,8,40,18,4,0,12,263.1007153884859,0.0,335.0465520283515
4,AMD,False,26,13,4,0,8,0,0.0,232.74630608282013,0.0
5,ABNB,True,12,27,27,7,0,19,126.83550798060497,0.0,132.72527549690162
6,ALNY,False,42,3,20,0,0,0,0.0,378.6680159209362,0.0
7,GOOGL,False,24,23,11,0,13,0,0.0,324.5607876356501,0.0
8,GOOG,False,24,21,13,0,12,0,0.0,325.15407120273096,0.0
9,AMZN,True,7,30,17,3,0,9,205.56130207329682,0.0,231.11675351880865
10,AEP,True,40,29,44,29,0,17,128.6754158639252,0.0,118.9207586619872
11,AMGN,False,6,39,2,0,19,0,0.0,370.43719894008643,0.0
12,ADI,False,8,38,12,0,33,0,0.0,339.0428608733054,0.0
13,AAPL,False,20,8,30,0,5,0,0.0,263.1634464976927,0.0
14,AMAT,False,5,14,7,0,7,0,0.0,339.13364490416853,0.0
15,APP,True,7,41,23,4,0,13,442.6527514511203,0.0,672.4008230942401
16,ARM,False,6,18,3,0,12,0,0.0,120.76192594304771,0.0
17,ASML,False,9,39,10,0,26,0,0.0,1434.0678907159147,0.0
18,TEAM,True,5,25,3,2,0,1,72.03954237476532,0.0,121.49172430730873
19,ADSK,True,10,38,23,8,0,11,243.50555429039974,0.0,291.31478340050256
20,ADP,False,1,5,26,0,2,0,0.0,210.9618150209954,0.0
21,AXON,True,12,19,32,8,0,15,474.56675619867957,0.0,589.2677020008532
22,BKR,False,7,40,18,0,33,0,0.0,62.07010829397099,0.0
23,BKNG,True,6,34,29,3,0,18,4035.8812776126956,0.0,5253.747519588235
24,AVGO,True,4,57,13,2,0,8,314.8104641892658,0.0,362.39303263723195
25,CDNS,False,30,13,15,0,4,0,0.0,304.69835561029595,0.0
26,CHTR,False,3,26,12,0,12,0,0.0,222.24213821111496,0.0
27,CTAS,False,1,23,7,0,8,0,0.0,193.88108843765906,0.0
28,CSCO,False,20,13,25,0,11,0,0.0,81.11739061048709,0.0
29,CCEP,False,6,31,25,0,28,0,0.0,104.41063370810626,0.0
30,CTSH,False,27,65,78,0,43,0,0.0,81.49819214048136,0.0
31,CMCSA,False,1,59,65,0,28,0,0.0,30.478523783002114,0.0
32,CEG,False,2,17,26,0,14,0,0.0,300.8717271273607,0.0
33,CPRT,False,28,12,52,0,7,0,0.0,39.71550648879249,0.0
34,CSGP,False,147,47,24,0,33,0,0.0,91.26566967368528,0.0
35,COST,True,44,21,4,20,0,1,974.8410282834132,0.0,891.1617296037696
36,CRWD,True,6,72,57,4,0,27,398.3843154667448,0.0,522.7308591590778
37,CSX,False,6,30,11,0,25,0,0.0,41.26373954742748,0.0
38,DDOG,True,5,9,8,3,0,4,114.03578440955852,0.0,106.61426744967979
39,DXCM,False,3,14,5,0,8,0,0.0,68.01265446857111,0.0
40,FANG,True,32,27,24,19,0,15,169.2798501540668,0.0,151.77734832743184
