Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,403.8,99,99,99,99,410.1099853515625,414.5,400.04998779296875,404.0
2,CIEN,Information Technology,Communications Equipment,S&P 500,384.51,99,99,99,99,514.8200073242188,527.5,505.6300048828125,520.7999877929688
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,303.29,99,99,99,99,593.010009765625,599.9841918945312,578.4199829101562,586.25
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,296.62,99,99,98,97,408.8299865722656,422.1099853515625,401.1401062011719,418.0799865722656
5,MU,Information Technology,Semiconductors,S&P 500,283.91,99,99,99,99,496.1000061035156,506.989990234375,489.3599853515625,496.7200012207031
6,COHR,Information Technology,Electronic Components,S&P 500,265.14,99,98,98,93,337.3599853515625,343.7690124511719,326.3432922363281,336.0899963378906
7,INTC,Information Technology,Semiconductors,S&P 500,248.38,98,94,97,98,82.12999725341797,85.22000122070312,79.62000274658203,82.54000091552734
8,GLW,Information Technology,Electronic Components,S&P 500,233.54,98,98,96,97,171.80999755859375,179.0800018310547,170.33999633789062,175.88999938964844
9,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,228.25,98,99,99,99,122.08000183105469,122.08000183105469,116.31999969482422,117.5
10,FIX,Industrials,Construction & Engineering,S&P 500,219.62,98,98,97,97,1774.1400146484375,1829.1099853515625,1676.7601318359375,1726.1199951171875
11,VRT,Industrials,Electrical Components & Equipment,S&P 500,206.79,98,98,93,96,328.0,330.2950134277344,316.40008544921875,323.4599914550781
12,MRVL,Technology,Semiconductors,Nasdaq 100,198.69,97,82,40,66,169.83999633789062,170.8000030517578,158.50999450683594,164.30999755859375
13,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,193.41,97,97,99,97,267.0,275.8399963378906,266.8800048828125,267.7799987792969
14,GEV,Industrials,Heavy Electrical Equipment,S&P 500,185.57,97,97,93,90,1161.02001953125,1167.0,1125.02001953125,1149.18994140625
15,AMD,Information Technology,Semiconductors,S&P 500,179.33,97,87,96,97,336.8349914550781,352.989990234375,334.5400085449219,347.80999755859375
16,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,175.32,97,95,89,63,350.0,352.6300048828125,345.3599853515625,346.9599914550781
17,MPWR,Information Technology,Semiconductors,S&P 500,173.97,96,87,94,94,1628.0,1661.7900390625,1595.9000244140625,1632.06005859375
18,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,170.16,96,96,97,89,413.8540954589844,420.4999084472656,410.30999755859375,417.0400085449219
19,ALB,Materials,Specialty Chemicals,S&P 500,170.09,96,97,98,90,191.0,192.24180603027344,184.5050048828125,188.3300018310547
20,ON,Information Technology,Semiconductors,S&P 500,166.66,96,78,84,39,99.2249984741211,100.30000305175781,95.94999694824219,98.4000015258789
21,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,164.13,96,93,97,95,1852.780029296875,1939.3599853515625,1844.7149658203125,1935.0
22,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,163.6,95,93,23,93,213.99000549316406,219.0,209.50010681152344,216.08999633789062
23,ARM,Technology,Semiconductors,Nasdaq 100,161.77,95,83,2,73,221.49000549316406,237.67999267578125,218.4550018310547,234.80999755859375
24,APA,Energy,Oil & Gas Exploration & Production,S&P 500,161.01,95,98,84,78,38.5,38.559898376464844,37.20000076293945,37.72999954223633
25,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,159.06,95,95,95,95,839.260009765625,839.5,826.6500244140625,830.7899780273438
26,WBD,Communication Services,Broadcasting,S&P 500,150.04,95,96,98,98,26.96500015258789,27.18000030517578,26.920000076293945,27.06999969482422
27,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,149.64,94,87,85,89,342.5199890136719,346.2200012207031,340.010009765625,341.6499938964844
28,ADI,Information Technology,Semiconductors,S&P 500,145.71,94,86,93,61,404.07000732421875,406.29998779296875,398.2550048828125,399.57000732421875
29,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,143.57,94,88,95,88,656.6799926757812,663.375,646.4400024414062,660.75
