,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,7,43,52,0,37,0,0.0,746.4744448295008,0.0
1,QQQ,False,7,43,41,0,38,0,0.0,726.7134664606031,0.0
2,^VIX,True,7,41,55,3,0,16,12.873602233578977,0.0,19.821370885478547
3,ADBE,False,5,7,2,0,3,0,0.0,242.24834399975612,0.0
4,AMD,True,1,6,50,0,0,34,445.36484505843885,0.0,478.73187547186575
5,ABNB,True,1,23,20,0,0,10,126.33883358367689,0.0,136.79501826281208
6,ALNY,False,10,3,28,0,1,0,0.0,287.442385885579,0.0
7,GOOGL,False,11,41,37,0,30,0,0.0,376.63817750419804,0.0
8,GOOG,False,11,41,37,0,30,0,0.0,373.713960370579,0.0
9,AMZN,False,11,39,10,0,23,0,0.0,259.6959489166257,0.0
10,AEP,False,28,20,13,0,7,0,0.0,131.99663376354823,0.0
11,AMGN,True,8,27,12,3,0,3,332.9250029684951,0.0,338.6061140818306
12,ADI,False,4,6,8,0,2,0,0.0,394.944923860147,0.0
13,AAPL,False,6,44,35,0,33,0,0.0,303.0798849259787,0.0
14,AMAT,True,48,8,2,26,0,0,485.26288461194525,0.0,335.1705047889232
15,APP,False,5,39,18,0,15,0,0.0,524.7070801999757,0.0
16,ARM,True,1,3,59,0,0,35,298.7709857915764,0.0,315.76789018567115
17,ASML,True,48,26,39,20,0,26,1661.7589480098006,0.0,1430.9424345771436
18,ADSK,False,9,29,20,0,5,0,0.0,229.818444660484,0.0
19,ADP,True,33,33,5,18,0,2,217.56865304578196,0.0,207.65756088414386
20,AXON,True,27,31,19,8,0,9,430.7705730374882,0.0,474.92992799581583
21,BKR,False,27,34,11,0,16,0,0.0,64.20598327296327,0.0
22,BKNG,True,14,23,13,5,0,10,159.20534258403086,0.0,177.02664061053312
23,AVGO,False,8,41,11,0,21,0,0.0,423.316931456022,0.0
24,CDNS,True,44,51,13,26,0,4,366.69440194594335,0.0,304.69835561029595
25,CHTR,True,2,34,6,0,0,4,130.53904576858665,0.0,225.72733596308024
26,CTAS,True,20,46,23,8,0,8,172.47487958545733,0.0,193.35534438741146
27,CSCO,True,48,6,3,31,0,1,118.63211125192919,0.0,77.09814099190243
28,CCEP,True,7,5,5,5,0,3,94.93730172819873,0.0,90.96045425024334
29,CTSH,True,20,72,65,10,0,43,50.72249836928388,0.0,80.92754818586057
30,CMCSA,False,36,6,24,0,4,0,0.0,28.251485584381587,0.0
31,CEG,False,7,8,9,0,1,0,0.0,262.3291876349999,0.0
32,CPRT,False,10,7,76,0,2,0,0.0,31.75707690261063,0.0
33,COST,False,16,8,21,0,6,0,0.0,1034.282464578452,0.0
34,CRWD,False,7,32,7,0,30,0,0.0,678.6519325735713,0.0
35,CSX,True,53,18,30,31,0,25,45.72858403603766,0.0,41.137633291928736
36,DDOG,True,43,12,15,28,0,10,219.84298277926678,0.0,120.76558967362132
37,DXCM,True,20,48,14,14,0,8,70.71649378751238,0.0,68.01265446857111
38,FANG,True,9,3,8,1,0,2,189.58883608174747,0.0,192.422809106134
39,DASH,True,1,28,19,0,0,8,140.75739856948755,0.0,167.0740559820953
40,EA,True,17,30,10,13,0,8,201.9074647534311,0.0,202.1160558398118
41,EXC,True,16,45,24,4,0,19,44.4738669625207,0.0,47.76977952093621
42,FAST,True,14,30,9,9,0,5,44.97389490726793,0.0,45.40570959412945
43,FER,True,1,4,10,0,0,2,64.29146309422244,0.0,65.84334794713095
44,FTNT,True,39,7,3,28,0,1,135.3960670976173,0.0,78.87642002908586
45,GEHC,True,18,19,11,6,0,8,62.24550022509573,0.0,70.47612598498696
46,GILD,False,10,18,12,0,2,0,0.0,130.05154428111172,0.0
47,HON,False,9,8,22,0,6,0,0.0,223.93542820699923,0.0
48,IDXX,True,5,28,15,0,0,1,541.561375056282,0.0,553.6931629649093
49,INSM,False,43,11,17,0,5,0,0.0,147.25243848258003,0.0
50,INTC,True,2,5,45,0,0,33,104.52494785934472,0.0,106.78231596066946
51,INTU,False,17,23,17,0,5,0,0.0,374.65614468090973,0.0
52,ISRG,False,25,13,67,0,3,0,0.0,443.2711063557481,0.0
53,KDP,True,47,24,20,31,0,14,30.469591431723376,0.0,28.47240564773963
54,KLAC,True,48,6,4,20,0,1,207.60338066678815,0.0,140.93238921300724
55,KHC,True,4,5,19,2,0,14,23.005895962289063,0.0,22.884277862935768
56,LRCX,True,3,4,41,1,0,22,313.9972560138529,0.0,303.19101300194524
57,LIN,True,5,7,4,2,0,1,501.8301599092155,0.0,498.7285257282678
58,LITE,True,10,2,49,1,0,18,797.7333991039769,0.0,857.4752545009233
59,MAR,True,18,12,20,13,0,11,383.83523645847004,0.0,351.33805800207796
60,MRVL,True,52,2,34,31,0,8,212.74474066496327,0.0,87.48222679847315
61,MELI,False,33,16,43,0,11,0,0.0,1773.0662788903662,0.0
62,META,False,10,4,18,0,2,0,0.0,598.6965136015549,0.0
63,MCHP,True,1,6,43,0,0,24,86.35278566318456,0.0,90.1740763495838
64,MU,False,7,41,11,0,32,0,0.0,869.8285954606717,0.0
65,MSFT,False,7,38,17,0,13,0,0.0,417.38488893526926,0.0
66,MSTR,False,20,24,11,0,15,0,0.0,170.3036627972079,0.0
67,MDLZ,True,34,9,20,20,0,12,61.153119046108856,0.0,56.97170650893215
68,MPWR,False,7,8,5,0,4,0,0.0,1487.8257617069848,0.0
69,MNST,True,26,4,17,20,0,12,89.45332164335326,0.0,75.32827734893992
70,NFLX,False,41,36,85,0,18,0,0.0,99.22481273383227,0.0
71,NVDA,False,14,12,3,0,5,0,0.0,212.7253373468248,0.0
72,NXPI,False,7,41,25,0,32,0,0.0,308.3470280577889,0.0
73,ORLY,False,12,20,2,0,2,0,0.0,88.79808030438588,0.0
74,ODFL,True,15,18,19,10,0,15,231.1645075062656,0.0,210.65588219990272
75,PCAR,True,9,25,17,4,0,12,112.53749848038613,0.0,120.86107411530506
76,PLTR,False,5,8,10,0,3,0,0.0,135.42132105676228,0.0
77,PANW,True,49,9,13,31,0,10,255.37088715125952,0.0,161.46326196267214
78,PAYX,True,40,26,7,19,0,4,95.81081008426487,0.0,91.55825869603888
79,PYPL,False,29,16,124,0,7,0,0.0,48.04389701933949,0.0
80,PDD,False,37,11,13,0,3,0,0.0,97.8827917689096,0.0
81,PEP,True,1,24,29,0,0,7,139.94707602685514,0.0,150.85200773250327
82,QCOM,False,5,40,61,0,23,0,0.0,211.70751755648493,0.0
83,REGN,False,34,19,13,0,1,0,0.0,738.333742118993,0.0
84,ROP,True,11,17,14,7,0,4,317.32763214636515,0.0,350.953426986826
85,ROST,True,16,9,63,10,0,36,226.7901322317751,0.0,221.4738604432804
86,SNDK,True,2,5,43,0,0,34,1611.9829237338288,0.0,1542.3901848436853
87,STX,True,1,3,46,0,0,33,816.9216285545392,0.0,840.0185657045871
88,SHOP,True,13,19,11,4,0,5,107.67130124821149,0.0,121.23731284856734
89,SBUX,True,3,13,33,1,0,22,96.71805342561352,0.0,103.22506305384536
90,SNPS,False,13,31,51,0,18,0,0.0,492.19886034991526,0.0
91,TMUS,False,62,32,108,0,14,0,0.0,212.05863201778655,0.0
92,TTWO,False,15,29,16,0,16,0,0.0,221.14797577081268,0.0
93,TSLA,False,19,24,72,0,13,0,0.0,404.37662827219674,0.0
94,TXN,False,11,39,28,0,33,0,0.0,296.6753182998519,0.0
95,TRI,True,11,13,19,1,0,5,79.16359671618116,0.0,86.97783842708012
96,VRSK,True,12,16,11,9,0,1,173.6612868994199,0.0,170.9535360331246
97,VRTX,True,24,38,37,5,0,5,427.1648795313657,0.0,455.73342104521845
98,WMT,False,17,34,30,0,14,0,0.0,127.77611175653445,0.0
99,WBD,False,7,11,51,0,0,0,0.0,26.80568310732316,0.0
100,WDC,True,1,6,42,0,0,31,480.9009618991731,0.0,507.08938256611634
101,WDAY,False,3,24,10,0,7,0,0.0,132.08174065276887,0.0
102,XEL,False,11,21,11,0,6,0,0.0,78.24696178538328,0.0
103,ZS,False,14,24,108,0,15,0,0.0,155.905327239086,0.0
104,MMM,True,20,18,9,12,0,7,149.26486144023642,0.0,145.6188337148527
105,AOS,True,5,38,5,3,0,3,57.00506684238979,0.0,63.33909806101963
106,ABT,True,20,51,8,7,0,4,86.78190753964886,0.0,111.8455600775349
107,ABBV,True,32,33,20,21,0,7,218.0479381324902,0.0,222.29297160886205
108,ACN,False,3,15,77,0,7,0,0.0,169.94632068608774,0.0
109,AES,True,51,23,23,35,0,18,14.581579171436374,0.0,15.487725298496521
110,AFL,True,7,6,7,4,0,4,113.48258602554348,0.0,114.815003303922
111,A,True,13,24,14,7,0,11,117.22599986491538,0.0,116.36906730364834
112,APD,False,20,46,7,0,20,0,0.0,293.57525054111767,0.0
113,AKAM,False,6,24,16,0,12,0,0.0,143.8633410027432,0.0
114,ALB,True,2,19,37,0,0,11,147.9792527446357,0.0,180.45679746415877
115,ARE,True,23,11,9,11,0,5,47.97253504444174,0.0,44.87539235077198
116,ALGN,True,13,19,12,7,0,7,165.42982500994506,0.0,176.8724740764212
117,ALLE,True,3,31,11,1,0,1,129.04154297077497,0.0,140.03576295139268
118,LNT,True,2,10,20,0,0,6,70.98000629077283,0.0,72.08610690162466
119,ALL,True,7,8,33,5,0,13,210.8369556442253,0.0,213.04786887844767
120,MO,True,4,8,25,1,0,12,69.18865133202104,0.0,71.20762958887502
121,AMCR,True,3,18,7,1,0,3,38.27122571054845,0.0,36.25216096468137
122,AEE,True,1,27,4,0,0,2,105.84355136325641,0.0,109.23952522576268
123,AXP,True,5,31,14,2,0,11,308.72427960378576,0.0,315.2529515448996
124,AIG,False,14,17,7,0,5,0,0.0,75.68103357231402,0.0
125,AMT,True,19,3,23,15,0,9,178.80051714855324,0.0,171.9438799592936
126,AWK,True,4,39,41,2,0,18,121.07592022257317,0.0,131.99433840501456
127,AMP,False,17,31,38,0,15,0,0.0,456.460152479123,0.0
128,AME,True,1,18,29,0,0,10,220.49995175469053,0.0,222.97640161452316
129,APH,True,16,15,17,10,0,9,142.3582638295196,0.0,143.40391490385505
130,AON,True,7,25,10,5,0,3,321.3603745976256,0.0,315.65043927919356
131,APA,False,1,19,7,0,2,0,0.0,36.26988913146752,0.0
132,APO,True,3,6,35,1,0,19,127.6067337455707,0.0,126.35980775160621
133,APTV,True,14,65,8,6,0,5,64.84113828286306,0.0,78.82595057110017
134,ACGL,False,33,21,34,0,8,0,0.0,94.8461732404528,0.0
135,ADM,False,3,31,10,0,18,0,0.0,79.29045573078598,0.0
136,ARES,True,44,58,36,23,0,18,125.88873101845333,0.0,162.56967360586003
137,ANET,False,7,4,17,0,2,0,0.0,156.37374311949594,0.0
138,AJG,True,8,25,15,6,0,4,209.11807280808165,0.0,211.2788790132036
139,AIZ,True,48,40,2,27,0,0,250.43224568801384,0.0,233.62900328365654
140,T,False,48,11,10,0,5,0,0.0,27.644484764329665,0.0
141,ATO,False,27,5,7,0,2,0,0.0,181.54001319201836,0.0
142,AZO,False,25,22,19,0,10,0,0.0,3431.315049827597,0.0
143,AVB,True,50,50,20,29,0,6,181.82698786965528,0.0,174.72844043268594
144,AVY,False,36,17,19,0,2,0,0.0,164.57433798195655,0.0
145,BALL,True,3,32,13,1,0,9,54.31223355313286,0.0,60.96637544035912
146,BAC,True,15,11,26,9,0,13,53.67079836112801,0.0,51.55858261460568
147,BAX,True,5,6,7,3,0,4,19.39286126371824,0.0,18.427119602407952
148,BDX,True,27,45,76,7,0,35,144.05685994666837,0.0,170.0043810831969
149,BRK.B,True,7,4,13,4,0,7,477.493706285947,0.0,474.2071900641677
150,BBY,True,19,18,35,12,0,8,66.65640036927559,0.0,62.23351617338772
151,TECH,True,12,25,11,9,0,9,51.328379425177324,0.0,56.06493529559454
152,BIIB,True,38,13,5,11,0,0,189.81741142150244,0.0,180.75394064588437
153,BLK,True,1,18,29,0,0,23,994.790500439467,0.0,1055.3878090724686
154,BX,True,3,33,17,1,0,12,113.3142296167744,0.0,120.93053525563583
155,XYZ,True,1,8,66,0,0,26,65.27864778967448,0.0,69.64085075065138
156,BNY,True,22,5,25,15,0,15,138.6125126031562,0.0,131.1768998361009
157,BA,True,1,20,31,0,0,22,208.23311800567205,0.0,226.97204269341725
158,BSX,False,14,5,15,0,3,0,0.0,53.281616350582595,0.0
159,BMY,False,13,4,12,0,2,0,0.0,57.0430638321016,0.0
160,BR,False,4,7,55,0,3,0,0.0,146.16109774450118,0.0
161,BRO,True,5,108,13,3,0,5,57.14942934936187,0.0,78.27653421609838
162,BF.B,True,5,28,23,3,0,15,25.48865394320959,0.0,25.095035341325875
163,BLDR,True,14,18,13,5,0,9,71.52929274217647,0.0,82.6990149896377
164,BG,True,11,7,11,3,0,0,122.69084516871547,0.0,119.43074060389573
165,BXP,True,44,87,7,27,0,4,63.119443421053894,0.0,67.8432996405413
166,CHRW,True,8,22,12,6,0,9,182.015547946623,0.0,172.92713589979056
167,CPT,True,51,18,17,27,0,1,111.10232713289261,0.0,104.64737419922575
168,CPB,True,12,70,12,6,0,8,21.072633482800974,0.0,27.14479065655314
169,COF,True,1,35,12,0,0,9,174.81910225401782,0.0,191.5396003526262
170,CAH,True,20,19,9,13,0,4,208.287468288499,0.0,209.83143382973907
171,CCL,True,15,9,24,9,0,8,26.063847163941965,0.0,25.075106012269103
172,CARR,True,47,30,59,19,0,24,65.6671121135307,0.0,61.456539195716175
173,CVNA,False,10,4,10,0,2,0,0.0,66.27188040421073,0.0
174,CASY,True,4,13,92,2,0,47,736.7964572822502,0.0,840.8015525912206
175,CAT,False,4,44,23,0,27,0,0.0,868.5893199889933,0.0
176,CBOE,False,13,37,18,0,26,0,0.0,346.67966436514,0.0
177,CBRE,True,5,28,15,3,0,10,127.80203775872047,0.0,143.30899675814402
